,actual_x,prediction_x,date,team_x,opponent_x,teamPoints_x,opponentPoints_x,result_x,teamType_x,actual_y,prediction_y,team_y,opponent_y,teamPoints_y,opponentPoints_y,result_y,teamType_y,points_difference_in_predictions
198,55,49,2017-03-25,Exeter,Sale,30,25,W,home,55,32,Sale,Exeter,25,30,L,away,6
201,70,63,2017-03-25,Harlequins,Newcastle,53,17,W,home,70,36,Newcastle,Harlequins,17,53,L,away,7
204,63,54,2017-03-26,Saracens,Bath,53,10,W,home,63,54,Bath,Saracens,10,53,L,away,9
205,73,53,2017-03-26,Wasps,Worcester,40,33,W,home,73,53,Worcester,Wasps,33,40,L,away,20
206,30,48,2017-04-07,Newcastle,Gloucester,16,14,W,home,30,48,Gloucester,Newcastle,14,16,L,away,-18
207,62,48,2017-04-07,Sale,Worcester,36,26,W,home,62,48,Worcester,Sale,26,36,L,away,14
210,59,34,2017-04-08,Saracens,Harlequins,40,19,W,home,59,34,Harlequins,Saracens,19,40,L,away,25
211,72,31,2017-04-08,Exeter,Bristol,38,34,W,home,72,62,Bristol,Exeter,34,38,L,away,41
215,48,48,2017-04-08,Bath,Leicester,27,21,W,home,48,48,Leicester,Bath,21,27,L,away,0
217,62,34,2017-04-09,Wasps,Northampton,32,30,W,home,62,65,Northampton,Wasps,30,32,L,away,28
218,65,48,2017-04-14,Harlequins,Exeter,26,39,L,home,65,34,Exeter,Harlequins,39,26,W,away,17
220,69,25,2017-04-15,Gloucester,Sale,39,30,W,home,69,48,Sale,Gloucester,30,39,L,away,44
221,44,89,2017-04-15,Worcester,Bath,25,19,W,home,44,89,Bath,Worcester,19,25,L,away,-45
225,33,48,2017-04-15,Leicester,Newcastle,30,3,W,home,33,48,Newcastle,Leicester,3,30,L,away,-15
227,57,48,2017-04-16,Bristol,Wasps,21,36,L,home,57,48,Wasps,Bristol,36,21,W,away,9
229,52,45,2017-04-16,Northampton,Saracens,25,27,L,home,52,45,Saracens,Northampton,27,25,W,away,7
231,45,55,2017-04-28,Harlequins,Wasps,32,13,W,home,45,55,Wasps,Harlequins,13,32,L,away,-10
233,30,48,2017-04-28,Newcastle,Worcester,16,14,W,home,30,48,Worcester,Newcastle,14,16,L,away,-18
235,36,28,2017-04-29,Saracens,Bristol,27,9,W,home,36,28,Bristol,Saracens,9,27,L,away,8
236,48,31,2017-04-29,Exeter,Northampton,36,12,W,home,48,31,Northampton,Exeter,12,36,L,away,17
238,59,48,2017-04-29,Leicester,Sale,41,18,W,home,59,48,Sale,Leicester,18,41,L,away,11
241,64,48,2017-04-30,Bath,Gloucester,44,20,W,home,64,48,Gloucester,Bath,20,44,L,away,16
243,51,62,2017-05-06,Worcester,Leicester,23,28,L,home,51,62,Leicester,Worcester,28,23,W,away,-11
244,66,80,2017-05-06,Bristol,Newcastle,27,39,L,home,66,80,Newcastle,Bristol,39,27,W,away,-14
247,51,62,2017-05-06,Sale,Bath,27,24,W,home,51,62,Bath,Sale,24,27,L,away,-11
248,50,50,2017-05-06,Wasps,Saracens,35,15,W,home,50,53,Saracens,Wasps,15,35,L,away,0
251,42,53,2017-05-06,Northampton,Harlequins,22,20,W,home,42,53,Harlequins,Northampton,20,22,L,away,-11
252,54,48,2017-05-06,Gloucester,Exeter,20,34,L,home,54,48,Exeter,Gloucester,34,20,W,away,6
254,41,47,2017-05-20,Wasps,Leicester,21,20,W,home,41,47,Leicester,Wasps,20,21,L,away,-6
257,34,57,2017-05-20,Exeter,Saracens,18,16,W,home,34,57,Saracens,Exeter,16,18,L,away,-23
