,date,team1Name,team1Points,team2Name,team2Points,venue,teamType,referee,totalPoints,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
350,2016-01-02,London Irish,14,Gloucester,27,Kingsholm,away,Thomas Foley,41,L,Sat,Jan,2015-16,15.0,32.6,18.4,23.6,0.0,0.8,0.2,0.6,2.0,1.6,0.6,0.0,4.0,3.0,2.2,0.0,2.2,1.0,1.8,0.0,2.4,1.6,2.8,0.0,0,1.0,1,10,9
1063,2016-01-02,Wasps,9,Sale,15,AJ Bell Stadium,away,Luke Pearce,24,L,Sat,Jan,2015-16,23.0,21.8,17.0,20.0,0.2,0.2,0.4,0.4,2.2,1.8,2.8,0.0,2.4,1.6,2.2,0.0,1.6,1.2,2.2,0.0,2.4,1.0,2.0,0.0,0,0.0,0,6,7
733,2016-01-02,Gloucester,27,London Irish,14,Kingsholm,home,Thomas Foley,41,W,Sat,Jan,2015-16,18.4,23.6,15.0,32.6,0.2,0.6,0.0,0.8,2.2,1.0,1.8,0.0,2.4,1.6,2.8,0.0,2.0,1.6,0.6,0.0,4.0,3.0,2.2,0.0,1,0.0,1,9,10
832,2016-01-02,Bath,14,Newcastle,19,Kingston Park,away,Matthew Carley,33,L,Sat,Jan,2015-16,23.2,20.0,10.2,28.8,0.4,0.2,0.0,0.6,2.6,1.8,2.2,0.0,1.6,1.2,3.2,0.0,1.0,0.8,1.2,0.0,3.4,2.6,2.2,0.0,0,1.0,0,2,11
1323,2016-01-02,Sale,15,Wasps,9,AJ Bell Stadium,home,Luke Pearce,24,W,Sat,Jan,2015-16,17.0,20.0,23.0,21.8,0.4,0.4,0.2,0.2,1.6,1.2,2.2,0.0,2.4,1.0,2.0,0.0,2.2,1.8,2.8,0.0,2.4,1.6,2.2,0.0,1,0.0,0,7,6
26,2016-01-02,Newcastle,19,Bath,14,Kingston Park,home,Matthew Carley,33,W,Sat,Jan,2015-16,10.2,28.8,23.2,20.0,0.0,0.6,0.4,0.2,1.0,0.8,1.2,0.0,3.4,2.6,2.2,0.0,2.6,1.8,2.2,0.0,1.6,1.2,3.2,0.0,1,0.0,1,11,2
1432,2016-01-03,Harlequins,24,Worcester,20,Sixways,away,Andrew Small,44,W,Sun,Jan,2015-16,31.2,22.8,20.4,28.4,0.8,0.4,0.6,0.4,3.4,2.6,3.0,0.0,2.6,2.2,1.8,0.0,2.4,1.8,1.6,0.0,3.4,2.4,2.2,0.0,1,0.0,0,8,13
477,2016-01-03,Worcester,20,Harlequins,24,Sixways,home,Andrew Small,44,L,Sun,Jan,2015-16,20.4,28.4,31.2,22.8,0.6,0.4,0.8,0.4,2.4,1.8,1.6,0.0,3.4,2.4,2.2,0.0,3.4,2.6,3.0,0.0,2.6,2.2,1.8,0.0,0,0.0,1,13,8
605,2016-01-09,Northampton,27,Leicester,30,Welford Road,away,Wayne Barnes,57,L,Sat,Jan,2015-16,13.0,10.8,16.8,17.2,0.4,0.4,0.2,0.2,1.0,0.4,2.4,0.0,0.8,0.4,2.0,0.0,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,0,1.0,0,1,3
1191,2016-01-09,Harlequins,29,Saracens,23,Twickenham Stoop,home,Craig Maxwell-Keys,52,W,Sat,Jan,2015-16,28.4,21.2,30.0,9.8,0.8,0.6,0.6,0.2,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,1,1.0,1,8,4
217,2016-01-09,Gloucester,10,Exeter,19,Sandy Park,away,Ian Tempest,29,L,Sat,Jan,2015-16,19.0,22.0,24.4,16.6,0.2,0.4,0.6,0.4,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,0,1.0,0,9,5
939,2016-01-09,Leicester,30,Northampton,27,Welford Road,home,Wayne Barnes,57,W,Sat,Jan,2015-16,16.8,17.2,13.0,10.8,0.2,0.2,0.4,0.4,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,1.0,0.4,2.4,0.0,0.8,0.4,2.0,0.0,1,0.0,1,3,1
478,2016-01-09,Saracens,23,Harlequins,29,Twickenham Stoop,away,Craig Maxwell-Keys,52,L,Sat,Jan,2015-16,30.0,9.8,28.4,21.2,0.6,0.2,0.8,0.6,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,0,1.0,1,4,8
351,2016-01-09,Exeter,19,Gloucester,10,Sandy Park,home,Ian Tempest,29,W,Sat,Jan,2015-16,24.4,16.6,19.0,22.0,0.6,0.4,0.2,0.4,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,1,0.0,1,5,9
833,2016-01-10,London Irish,20,Newcastle,15,Madejski Stadium,home,JP Doyle,35,W,Sun,Jan,2015-16,15.0,33.2,13.4,23.4,0.0,0.8,0.0,0.6,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,1,0.0,1,10,11
1324,2016-01-10,Worcester,22,Wasps,32,Ricoh Arena,away,Matthew Carley,54,L,Sun,Jan,2015-16,20.0,28.4,21.6,20.0,0.6,0.4,0.4,0.2,2.4,1.6,1.6,0.0,3.4,3.0,1.8,0.0,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,0,0.0,0,13,6
734,2016-01-10,Newcastle,15,London Irish,20,Madejski Stadium,away,JP Doyle,35,L,Sun,Jan,2015-16,13.4,23.4,15.0,33.2,0.0,0.6,0.0,0.8,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,0,1.0,0,11,10
1433,2016-01-10,Wasps,32,Worcester,22,Ricoh Arena,home,Matthew Carley,54,W,Sun,Jan,2015-16,21.6,20.0,20.0,28.4,0.4,0.2,0.6,0.4,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,2.4,1.6,1.6,0.0,3.4,3.0,1.8,0.0,1,0.0,0,6,13
940,2016-01-29,Wasps,24,Northampton,11,Franklin's Gardens,away,Thomas Foley,35,W,Fri,Jan,2015-16,23.4,23.8,17.2,14.4,0.6,0.2,0.4,0.4,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,1,1.0,0,6,1
1325,2016-01-29,Northampton,11,Wasps,24,Franklin's Gardens,home,Thomas Foley,35,L,Fri,Jan,2015-16,17.2,14.4,23.4,23.8,0.4,0.4,0.6,0.2,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,0,0.0,1,1,6
1064,2016-01-30,London Irish,10,Sale,38,AJ Bell Stadium,away,Greg Garner,48,L,Sat,Jan,2015-16,16.2,27.2,16.0,19.2,0.0,0.8,0.4,0.4,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,0,1.0,1,10,7
27,2016-01-30,Saracens,19,Bath,13,Allianz Park,home,Dean Richards,32,W,Sat,Jan,2015-16,32.2,14.4,20.4,16.2,0.8,0.0,0.6,0.2,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,1,0.0,0,4,2
1192,2016-01-30,Bath,13,Saracens,19,Allianz Park,away,Dean Richards,32,L,Sat,Jan,2015-16,20.4,16.2,32.2,14.4,0.6,0.2,0.8,0.0,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,0,0.0,0,2,4
606,2016-01-30,Gloucester,18,Leicester,19,Kingsholm,home,JP Doyle,37,L,Sat,Jan,2015-16,20.4,21.2,21.6,18.8,0.2,0.4,0.2,0.4,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,0,0.0,1,9,3
735,2016-01-30,Sale,38,London Irish,10,AJ Bell Stadium,home,Greg Garner,48,W,Sat,Jan,2015-16,16.0,19.2,16.2,27.2,0.4,0.4,0.0,0.8,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,1,1.0,1,7,10
352,2016-01-30,Leicester,19,Gloucester,18,Kingsholm,away,JP Doyle,37,W,Sat,Jan,2015-16,21.6,18.8,20.4,21.2,0.2,0.4,0.2,0.4,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,1,1.0,0,3,9
834,2016-01-31,Harlequins,19,Newcastle,26,Kingston Park,away,Luke Pearce,45,L,Sun,Jan,2015-16,31.0,23.0,12.4,21.8,0.8,0.6,0.2,0.4,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,0,1.0,0,8,11
218,2016-01-31,Worcester,15,Exeter,30,Sixways,home,Craig Maxwell-Keys,45,L,Sun,Jan,2015-16,18.8,30.8,24.4,17.4,0.4,0.6,0.6,0.4,1.8,1.0,2.6,0.0,3.8,3.2,1.8,0.0,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,0,0.0,1,13,5
479,2016-01-31,Newcastle,26,Harlequins,19,Kingston Park,home,Luke Pearce,45,W,Sun,Jan,2015-16,12.4,21.8,31.0,23.0,0.2,0.4,0.8,0.6,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,1,0.0,1,11,8
1434,2016-01-31,Exeter,30,Worcester,15,Sixways,away,Craig Maxwell-Keys,45,W,Sun,Jan,2015-16,24.4,17.4,18.8,30.8,0.6,0.4,0.4,0.6,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,1.8,1.0,2.6,0.0,3.8,3.2,1.8,0.0,1,1.0,0,5,13
28,2016-02-05,Gloucester,15,Bath,11,The Recreation Ground,away,Matthew Carley,26,W,Fri,Feb,2015-16,23.4,22.0,14.0,17.2,0.4,0.4,0.6,0.2,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,1,0.0,0,9,2
353,2016-02-05,Bath,11,Gloucester,15,The Recreation Ground,home,Matthew Carley,26,L,Fri,Feb,2015-16,14.0,17.2,23.4,22.0,0.6,0.2,0.4,0.4,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,0,0.0,0,2,9
607,2016-02-06,Sale,10,Leicester,3,Welford Road,away,Tim Wigglesworth,13,W,Sat,Feb,2015-16,20.8,18.0,21.2,20.2,0.4,0.4,0.2,0.6,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,1,1.0,1,7,3
835,2016-02-06,Wasps,9,Newcastle,8,Ricoh Arena,home,Craig Maxwell-Keys,17,W,Sat,Feb,2015-16,21.6,23.0,14.6,22.6,0.4,0.2,0.2,0.6,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,1,1.0,1,6,11
941,2016-02-06,Harlequins,23,Northampton,27,Twickenham Stoop,home,Greg Garner,50,L,Sat,Feb,2015-16,29.8,23.0,16.4,18.6,0.6,0.6,0.4,0.4,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,0,0.0,0,8,1
1326,2016-02-06,Newcastle,8,Wasps,9,Ricoh Arena,away,Craig Maxwell-Keys,17,L,Sat,Feb,2015-16,14.6,22.6,21.6,23.0,0.2,0.6,0.4,0.2,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,0,1.0,1,11,6
480,2016-02-06,Northampton,27,Harlequins,23,Twickenham Stoop,away,Greg Garner,50,W,Sat,Feb,2015-16,16.4,18.6,29.8,23.0,0.4,0.4,0.6,0.6,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,1,0.0,0,1,8
1065,2016-02-06,Leicester,3,Sale,10,Welford Road,home,Tim Wigglesworth,13,L,Sat,Feb,2015-16,21.2,20.2,20.8,18.0,0.2,0.6,0.4,0.4,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,0,1.0,1,3,7
219,2016-02-07,Saracens,14,Exeter,11,Sandy Park,away,Thomas Foley,25,W,Sun,Feb,2015-16,26.4,13.4,25.2,15.4,0.6,0.2,0.8,0.0,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,1,1.0,1,4,5
1435,2016-02-07,London Irish,20,Worcester,13,Madejski Stadium,home,Wayne Barnes,33,W,Sun,Feb,2015-16,15.2,28.2,18.2,27.2,0.0,0.8,0.4,0.6,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,1.4,0.8,3.2,0.0,3.4,2.4,1.8,0.0,1,0.0,0,10,13
1193,2016-02-07,Exeter,11,Saracens,14,Sandy Park,home,Thomas Foley,25,L,Sun,Feb,2015-16,25.2,15.4,26.4,13.4,0.8,0.0,0.6,0.2,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,0,1.0,1,5,4
736,2016-02-07,Worcester,13,London Irish,20,Madejski Stadium,away,Wayne Barnes,33,L,Sun,Feb,2015-16,18.2,27.2,15.2,28.2,0.4,0.6,0.0,0.8,1.4,0.8,3.2,0.0,3.4,2.4,1.8,0.0,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,0,0.0,0,13,10
608,2016-02-12,Newcastle,26,Leicester,14,Kingston Park,home,Greg Garner,40,W,Fri,Feb,2015-16,15.6,16.8,16.0,18.2,0.4,0.4,0.2,0.6,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,1,0.0,0,11,3
836,2016-02-12,Leicester,14,Newcastle,26,Kingston Park,away,Greg Garner,40,L,Fri,Feb,2015-16,16.0,18.2,15.6,16.8,0.2,0.6,0.4,0.4,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,0,0.0,0,3,11
1436,2016-02-13,Bath,16,Worcester,14,Sixways,away,JP Doyle,30,W,Sat,Feb,2015-16,14.0,16.0,16.8,25.4,0.8,0.2,0.6,0.4,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,1.4,0.4,3.0,0.0,3.0,2.2,2.0,0.0,1,0.0,0,2,13
942,2016-02-13,London Irish,7,Northampton,35,Franklin's Gardens,away,Tim Wigglesworth,42,L,Sat,Feb,2015-16,17.8,23.2,19.2,21.0,0.0,0.8,0.4,0.4,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,0,1.0,1,10,1
481,2016-02-13,Gloucester,28,Harlequins,6,Kingsholm,home,Wayne Barnes,34,W,Sat,Feb,2015-16,21.8,20.4,26.8,27.0,0.4,0.4,0.6,0.6,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,1,1.0,0,9,8
354,2016-02-13,Harlequins,6,Gloucester,28,Kingsholm,away,Wayne Barnes,34,L,Sat,Feb,2015-16,26.8,27.0,21.8,20.4,0.6,0.6,0.4,0.4,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,0,0.0,1,8,9
220,2016-02-13,Sale,23,Exeter,17,AJ Bell Stadium,home,Andrew Small,40,W,Sat,Feb,2015-16,19.8,15.6,19.2,12.8,0.4,0.6,0.8,0.0,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,1,1.0,0,7,5
29,2016-02-13,Worcester,14,Bath,16,Sixways,home,JP Doyle,30,L,Sat,Feb,2015-16,16.8,25.4,14.0,16.0,0.6,0.4,0.8,0.2,1.4,0.4,3.0,0.0,3.0,2.2,2.0,0.0,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,0,0.0,0,13,2
737,2016-02-13,Northampton,35,London Irish,7,Franklin's Gardens,home,Tim Wigglesworth,42,W,Sat,Feb,2015-16,19.2,21.0,17.8,23.2,0.4,0.4,0.0,0.8,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,1,1.0,1,1,10
1066,2016-02-13,Exeter,17,Sale,23,AJ Bell Stadium,away,Andrew Small,40,L,Sat,Feb,2015-16,19.2,12.8,19.8,15.6,0.8,0.0,0.4,0.6,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,0,0.0,1,5,7
1327,2016-02-14,Saracens,23,Wasps,64,Allianz Park,home,Ian Tempest,87,L,Sun,Feb,2015-16,21.6,15.0,18.0,16.4,0.4,0.4,0.4,0.2,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,0,1.0,1,4,6
1194,2016-02-14,Wasps,64,Saracens,23,Allianz Park,away,Ian Tempest,87,W,Sun,Feb,2015-16,18.0,16.4,21.6,15.0,0.4,0.2,0.4,0.4,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,1,1.0,1,6,4
482,2016-02-19,Leicester,19,Harlequins,25,Twickenham Stoop,away,JP Doyle,44,L,Fri,Feb,2015-16,14.4,21.4,20.2,24.8,0.2,0.6,0.4,0.4,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,0,0.0,0,3,8
609,2016-02-19,Harlequins,25,Leicester,19,Twickenham Stoop,home,JP Doyle,44,W,Fri,Feb,2015-16,20.2,24.8,14.4,21.4,0.4,0.4,0.2,0.6,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,1,0.0,0,8,3
1437,2016-02-20,Sale,23,Worcester,31,Sixways,away,Greg Garner,54,L,Sat,Feb,2015-16,20.6,14.4,16.8,24.4,0.2,0.8,0.6,0.4,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,1.6,0.8,2.4,0.0,2.8,2.2,2.0,0.0,0,1.0,0,7,13
1067,2016-02-20,Worcester,31,Sale,23,Sixways,home,Greg Garner,54,W,Sat,Feb,2015-16,16.8,24.4,20.6,14.4,0.6,0.4,0.2,0.8,1.6,0.8,2.4,0.0,2.8,2.2,2.0,0.0,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,1,0.0,1,13,7
30,2016-02-20,Wasps,24,Bath,18,The Recreation Ground,away,Thomas Foley,42,W,Sat,Feb,2015-16,27.6,15.8,15.0,16.2,0.6,0.2,0.6,0.4,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,1,1.0,1,6,2
1328,2016-02-20,Bath,18,Wasps,24,The Recreation Ground,home,Thomas Foley,42,L,Sat,Feb,2015-16,15.0,16.2,27.6,15.8,0.6,0.4,0.6,0.2,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,0,1.0,1,2,6
1195,2016-02-20,Gloucester,12,Saracens,25,Allianz Park,away,Craig Maxwell-Keys,37,L,Sat,Feb,2015-16,19.6,13.8,21.0,24.6,0.2,0.2,0.4,0.6,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,0,1.0,0,9,4
355,2016-02-20,Saracens,25,Gloucester,12,Allianz Park,home,Craig Maxwell-Keys,37,W,Sat,Feb,2015-16,21.0,24.6,19.6,13.8,0.4,0.6,0.2,0.2,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,1,0.0,1,4,9
837,2016-02-21,Northampton,25,Newcastle,26,Kingston Park,away,Wayne Barnes,51,L,Sun,Feb,2015-16,21.6,17.4,18.8,15.2,0.4,0.4,0.4,0.4,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,0,1.0,1,1,11
738,2016-02-21,Exeter,22,London Irish,15,Madejski Stadium,away,Dean Richards,37,W,Sun,Feb,2015-16,16.0,14.0,14.2,25.6,0.8,0.0,0.0,0.8,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,1,0.0,0,5,10
221,2016-02-21,London Irish,15,Exeter,22,Madejski Stadium,home,Dean Richards,37,L,Sun,Feb,2015-16,14.2,25.6,16.0,14.0,0.0,0.8,0.8,0.0,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,0,0.0,0,10,5
943,2016-02-21,Newcastle,26,Northampton,25,Kingston Park,home,Wayne Barnes,51,W,Sun,Feb,2015-16,18.8,15.2,21.6,17.4,0.4,0.4,0.4,0.4,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,1,1.0,1,11,1
838,2016-02-27,Gloucester,32,Newcastle,6,Kingsholm,home,Dean Richards,38,W,Sat,Feb,2015-16,16.6,16.0,20.2,17.4,0.2,0.2,0.4,0.4,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,1,0.0,1,9,11
1196,2016-02-27,Sale,36,Saracens,36,AJ Bell Stadium,home,Tim Wigglesworth,72,D,Sat,Feb,2015-16,21.8,14.0,20.8,25.8,0.4,0.6,0.2,0.6,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,0,0.0,1,7,4
1438,2016-02-27,Northampton,38,Worcester,18,Franklin's Gardens,home,Matthew Carley,56,W,Sat,Feb,2015-16,25.0,22.0,19.0,24.2,0.6,0.2,0.4,0.6,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,1.6,1.0,3.0,0.0,3.0,1.6,2.0,0.0,1,0.0,1,1,13
356,2016-02-27,Newcastle,6,Gloucester,32,Kingsholm,away,Dean Richards,38,L,Sat,Feb,2015-16,20.2,17.4,16.6,16.0,0.4,0.4,0.2,0.2,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,0,1.0,0,11,9
944,2016-02-27,Worcester,18,Northampton,38,Franklin's Gardens,away,Matthew Carley,56,L,Sat,Feb,2015-16,19.0,24.2,25.0,22.0,0.4,0.6,0.6,0.2,1.6,1.0,3.0,0.0,3.0,1.6,2.0,0.0,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,0,1.0,0,13,1
1068,2016-02-27,Saracens,36,Sale,36,AJ Bell Stadium,away,Tim Wigglesworth,72,D,Sat,Feb,2015-16,20.8,25.8,21.8,14.0,0.2,0.6,0.4,0.6,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,0,1.0,0,4,7
610,2016-02-28,London Irish,20,Leicester,47,Welford Road,away,Ian Tempest,67,L,Sun,Feb,2015-16,14.4,24.6,17.0,21.2,0.2,0.8,0.4,0.4,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,0,0.0,0,10,3
31,2016-02-28,Exeter,26,Bath,17,Sandy Park,home,Greg Garner,43,W,Sun,Feb,2015-16,19.8,15.4,14.4,18.2,0.6,0.2,0.8,0.2,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,1,1.0,0,5,2
222,2016-02-28,Bath,17,Exeter,26,Sandy Park,away,Greg Garner,43,L,Sun,Feb,2015-16,14.4,18.2,19.8,15.4,0.8,0.2,0.6,0.2,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,0,0.0,1,2,5
739,2016-02-28,Leicester,47,London Irish,20,Welford Road,home,Ian Tempest,67,W,Sun,Feb,2015-16,17.0,21.2,14.4,24.6,0.4,0.4,0.2,0.8,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,1,0.0,0,3,10
483,2016-02-28,Wasps,42,Harlequins,10,Ricoh Arena,home,Craig Maxwell-Keys,52,W,Sun,Feb,2015-16,30.6,16.4,20.4,24.6,0.4,0.4,0.4,0.4,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,1,1.0,1,6,8
1329,2016-02-28,Harlequins,10,Wasps,42,Ricoh Arena,away,Craig Maxwell-Keys,52,L,Sun,Feb,2015-16,20.4,24.6,30.6,16.4,0.4,0.4,0.4,0.4,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,0,1.0,1,8,6
1439,2016-03-04,Newcastle,14,Worcester,15,Kingston Park,home,Wayne Barnes,29,L,Fri,Mar,2015-16,18.4,19.8,18.2,25.4,0.2,0.6,0.4,0.6,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,1.8,1.0,2.4,0.0,3.4,1.8,1.6,0.0,0,0.0,0,11,13
839,2016-03-04,Worcester,15,Newcastle,14,Kingston Park,away,Wayne Barnes,29,W,Fri,Mar,2015-16,18.2,25.4,18.4,19.8,0.4,0.6,0.2,0.6,1.8,1.0,2.4,0.0,3.4,1.8,1.6,0.0,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,1,0.0,0,13,11
