,date,team1Name,team1Points,team2Name,team2Points,venue,teamType,referee,totalPoints,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
257,2014-11-15,Bath,23,Newcastle,14,The Recreation Ground,home,Ian Tempest,37,W,Sat,Nov,2014-15,33.0,19.4,19.6,23.4,0.8,0.4,0.2,0.6,4.0,3.2,2.0,0.2,2.2,1.8,1.6,0.0,2.4,0.8,2.0,0.0,2.6,1.6,2.4,0.0,1,0.0,1,5,11
334,2014-11-15,London Irish,8,Sale,36,AJ Bell Stadium,away,Matthew Carley,44,L,Sat,Nov,2014-15,22.0,27.2,25.4,27.8,0.6,0.6,0.6,0.4,2.0,1.8,2.8,0.0,2.6,2.0,3.4,0.0,3.4,2.4,1.0,0.2,3.2,2.6,2.2,0.0,0,0.0,0,10,6
201,2014-11-15,Sale,36,London Irish,8,AJ Bell Stadium,home,Matthew Carley,44,W,Sat,Nov,2014-15,25.4,27.8,22.0,27.2,0.6,0.4,0.6,0.6,3.4,2.4,1.0,0.2,3.2,2.6,2.2,0.0,2.0,1.8,2.8,0.0,2.6,2.0,3.4,0.0,1,0.0,0,6,10
1,2014-11-15,Newcastle,14,Bath,23,The Recreation Ground,away,Ian Tempest,37,L,Sat,Nov,2014-15,19.6,23.4,33.0,19.4,0.2,0.6,0.8,0.4,2.4,0.8,2.0,0.0,2.6,1.6,2.4,0.0,4.0,3.2,2.0,0.2,2.2,1.8,1.6,0.0,0,1.0,0,11,5
160,2014-11-16,Saracens,21,Leicester,21,Welford Road,away,Tim Wigglesworth,42,D,Sun,Nov,2014-15,30.8,18.6,16.2,27.2,0.2,0.6,0.2,0.6,2.8,2.4,4.0,0.0,2.2,1.4,1.6,0.0,1.0,0.8,3.2,0.0,2.4,2.2,3.4,0.2,0,1.0,1,1,3
372,2014-11-16,Leicester,21,Saracens,21,Welford Road,home,Tim Wigglesworth,42,D,Sun,Nov,2014-15,16.2,27.2,30.8,18.6,0.2,0.6,0.2,0.6,1.0,0.8,3.2,0.0,2.4,2.2,3.4,0.2,2.8,2.4,4.0,0.0,2.2,1.4,1.6,0.0,0,1.0,1,3,1
240,2014-11-16,Wasps,71,London Welsh,7,Adams Park,home,Thomas Foley,78,W,Sun,Nov,2014-15,24.2,21.4,9.4,44.0,0.4,0.4,0.2,0.8,2.6,2.0,2.4,0.0,2.2,1.6,2.0,0.4,1.2,0.8,0.6,0.0,5.8,4.8,1.8,0.0,1,1.0,0,7,13
414,2014-11-16,London Welsh,7,Wasps,71,Adams Park,away,Thomas Foley,78,L,Sun,Nov,2014-15,9.4,44.0,24.2,21.4,0.2,0.8,0.4,0.4,1.2,0.8,0.6,0.0,5.8,4.8,1.8,0.0,2.6,2.0,2.4,0.0,2.2,1.6,2.0,0.4,0,0.0,1,13,7
122,2014-11-21,Sale,16,Harlequins,12,Twickenham Stoop,away,Thomas Foley,28,W,Fri,Nov,2014-15,27.2,22.6,25.8,19.2,0.4,0.4,0.4,0.4,3.6,2.8,1.0,0.2,2.8,2.2,1.4,0.0,2.8,2.6,2.0,0.2,1.4,1.0,3.4,0.0,1,1.0,1,6,4
84,2014-11-21,Newcastle,20,Gloucester,10,Kingston Park,home,Tim Wigglesworth,30,W,Fri,Nov,2014-15,18.8,24.0,27.4,20.2,0.0,0.6,0.8,0.0,2.2,1.2,1.8,0.0,2.6,1.6,2.4,0.2,2.8,2.2,3.0,0.0,1.8,1.4,2.8,0.0,1,0.0,0,11,9
258,2014-11-21,Gloucester,10,Newcastle,20,Kingston Park,away,Tim Wigglesworth,30,L,Fri,Nov,2014-15,27.4,20.2,18.8,24.0,0.8,0.0,0.0,0.6,2.8,2.2,3.0,0.0,1.8,1.4,2.8,0.0,2.2,1.2,1.8,0.0,2.6,1.6,2.4,0.2,0,0.0,0,9,11
335,2014-11-21,Harlequins,12,Sale,16,Twickenham Stoop,home,Thomas Foley,28,L,Fri,Nov,2014-15,25.8,19.2,27.2,22.6,0.4,0.4,0.4,0.4,2.8,2.6,2.0,0.2,1.4,1.0,3.4,0.0,3.6,2.8,1.0,0.2,2.8,2.2,1.4,0.0,0,1.0,1,4,6
415,2014-11-22,Exeter,31,Wasps,15,Sandy Park,home,Ian Tempest,46,W,Sat,Nov,2014-15,30.6,21.2,34.4,19.6,0.4,0.4,0.6,0.2,3.0,2.4,3.6,0.0,2.4,1.6,2.0,0.0,4.4,3.2,2.0,0.0,2.2,1.6,1.4,0.4,1,1.0,1,8,7
202,2014-11-22,Bath,33,London Irish,23,Madejski Stadium,away,Andrew Small,56,W,Sat,Nov,2014-15,27.0,17.0,19.6,30.8,0.6,0.2,0.6,0.6,3.0,2.4,2.0,0.4,1.8,1.6,1.6,0.0,1.8,1.4,2.6,0.0,3.0,2.8,3.4,0.0,1,1.0,0,5,10
43,2014-11-22,Wasps,15,Exeter,31,Sandy Park,away,Ian Tempest,46,L,Sat,Nov,2014-15,34.4,19.6,30.6,21.2,0.6,0.2,0.4,0.4,4.4,3.2,2.0,0.0,2.2,1.6,1.4,0.4,3.0,2.4,3.6,0.0,2.4,1.6,2.0,0.0,0,1.0,1,7,8
2,2014-11-22,London Irish,23,Bath,33,Madejski Stadium,home,Andrew Small,56,L,Sat,Nov,2014-15,19.6,30.8,27.0,17.0,0.6,0.6,0.6,0.2,1.8,1.4,2.6,0.0,3.0,2.8,3.4,0.0,3.0,2.4,2.0,0.4,1.8,1.6,1.6,0.0,0,0.0,1,10,5
296,2014-11-23,Saracens,24,Northampton,31,Allianz Park,home,Matthew Carley,55,L,Sun,Nov,2014-15,27.2,22.8,29.2,16.0,0.2,0.6,0.8,0.4,2.2,1.8,4.2,0.0,2.2,1.4,3.0,0.0,3.4,2.8,2.2,0.0,1.6,1.6,1.6,0.0,0,0.0,0,1,2
241,2014-11-23,Leicester,26,London Welsh,5,Kassam Stadium,away,Dean Richards,31,W,Sun,Nov,2014-15,15.6,27.4,5.6,47.6,0.2,0.4,0.0,0.8,0.6,0.6,3.8,0.0,2.0,1.8,4.4,0.2,0.6,0.4,0.6,0.0,6.6,5.2,1.4,0.0,1,0.0,0,3,13
161,2014-11-23,London Welsh,5,Leicester,26,Kassam Stadium,home,Dean Richards,31,L,Sun,Nov,2014-15,5.6,47.6,15.6,27.4,0.0,0.8,0.2,0.4,0.6,0.4,0.6,0.0,6.6,5.2,1.4,0.0,0.6,0.6,3.8,0.0,2.0,1.8,4.4,0.2,0,0.0,1,13,3
373,2014-11-23,Northampton,31,Saracens,24,Allianz Park,away,Matthew Carley,55,W,Sun,Nov,2014-15,29.2,16.0,27.2,22.8,0.8,0.4,0.2,0.6,3.4,2.8,2.2,0.0,1.6,1.6,1.6,0.0,2.2,1.8,4.2,0.0,2.2,1.4,3.0,0.0,1,0.0,1,2,1
3,2014-11-28,Harlequins,6,Bath,25,The Recreation Ground,away,Wayne Barnes,31,L,Fri,Nov,2014-15,23.0,17.8,24.6,21.6,0.6,0.2,0.4,0.2,2.4,2.2,2.2,0.0,1.0,1.0,3.6,0.0,2.6,2.2,2.2,0.2,2.2,2.0,2.2,0.0,0,0.0,1,4,5
123,2014-11-28,Bath,25,Harlequins,6,The Recreation Ground,home,Wayne Barnes,31,W,Fri,Nov,2014-15,24.6,21.6,23.0,17.8,0.4,0.2,0.6,0.2,2.6,2.2,2.2,0.2,2.2,2.0,2.2,0.0,2.4,2.2,2.2,0.0,1.0,1.0,3.6,0.0,1,1.0,0,5,4
416,2014-11-29,Leicester,18,Wasps,16,Welford Road,home,Luke Pearce,34,W,Sat,Nov,2014-15,20.8,19.4,32.8,20.6,0.4,0.2,0.4,0.2,1.4,1.2,3.8,0.0,1.2,1.0,3.8,0.0,4.2,3.2,1.8,0.0,2.4,1.6,1.6,0.2,1,1.0,0,3,7
44,2014-11-29,Saracens,19,Exeter,27,Sandy Park,away,Greg Garner,46,L,Sat,Nov,2014-15,24.8,22.6,31.8,19.8,0.4,0.2,0.4,0.2,2.2,1.2,3.8,0.0,2.0,1.2,3.4,0.0,3.4,2.6,3.2,0.0,2.2,1.4,2.0,0.0,0,0.0,1,1,8
162,2014-11-29,Wasps,16,Leicester,18,Welford Road,away,Luke Pearce,34,L,Sat,Nov,2014-15,32.8,20.6,20.8,19.4,0.4,0.2,0.4,0.2,4.2,3.2,1.8,0.0,2.4,1.6,1.6,0.2,1.4,1.2,3.8,0.0,1.2,1.0,3.8,0.0,0,0.0,1,7,3
374,2014-11-29,Exeter,27,Saracens,19,Sandy Park,home,Greg Garner,46,W,Sat,Nov,2014-15,31.8,19.8,24.8,22.6,0.4,0.2,0.4,0.2,3.4,2.6,3.2,0.0,2.2,1.4,2.0,0.0,2.2,1.2,3.8,0.0,2.0,1.2,3.4,0.0,1,1.0,0,8,1
85,2014-11-30,London Irish,9,Gloucester,21,Madejski Stadium,home,Matthew Carley,30,L,Sun,Nov,2014-15,17.8,30.2,25.0,19.2,0.2,0.6,0.6,0.0,1.4,1.2,2.8,0.0,3.0,2.8,3.2,0.0,2.4,2.0,3.0,0.0,1.8,1.2,2.6,0.0,0,0.0,0,10,9
259,2014-11-30,Sale,18,Newcastle,13,Kingston Park,away,Dean Richards,31,W,Sun,Nov,2014-15,21.2,23.4,20.8,19.0,0.2,0.6,0.0,0.4,2.6,2.0,1.2,0.2,2.6,2.2,2.0,0.0,2.2,1.0,2.6,0.0,2.0,1.2,2.0,0.2,1,1.0,1,6,11
336,2014-11-30,Newcastle,13,Sale,18,Kingston Park,home,Dean Richards,31,L,Sun,Nov,2014-15,20.8,19.0,21.2,23.4,0.0,0.4,0.2,0.6,2.2,1.0,2.6,0.0,2.0,1.2,2.0,0.2,2.6,2.0,1.2,0.2,2.6,2.2,2.0,0.0,0,1.0,1,11,6
297,2014-11-30,London Welsh,14,Northampton,43,Kassam Stadium,home,Tim Wigglesworth,57,L,Sun,Nov,2014-15,5.0,43.6,28.4,18.8,0.0,0.8,0.6,0.6,0.6,0.4,0.4,0.0,6.2,4.8,1.0,0.0,3.2,2.6,2.4,0.0,2.0,1.4,2.0,0.0,0,0.0,1,13,2
242,2014-11-30,Northampton,43,London Welsh,14,Kassam Stadium,away,Tim Wigglesworth,57,W,Sun,Nov,2014-15,28.4,18.8,5.0,43.6,0.6,0.6,0.0,0.8,3.2,2.6,2.4,0.0,2.0,1.4,2.0,0.0,0.6,0.4,0.4,0.0,6.2,4.8,1.0,0.0,1,1.0,0,2,13
203,2014-11-30,Gloucester,21,London Irish,9,Madejski Stadium,away,Matthew Carley,30,W,Sun,Nov,2014-15,25.0,19.2,17.8,30.2,0.6,0.0,0.2,0.6,2.4,2.0,3.0,0.0,1.8,1.2,2.6,0.0,1.4,1.2,2.8,0.0,3.0,2.8,3.2,0.0,1,0.0,0,9,10
337,2014-12-19,Exeter,11,Sale,18,AJ Bell Stadium,away,Wayne Barnes,29,L,Fri,Dec,2014-15,30.0,21.0,21.0,18.0,0.4,0.2,0.2,0.6,2.8,2.0,4.0,0.0,2.2,1.4,2.4,0.0,2.4,1.8,1.6,0.2,2.0,1.6,1.6,0.0,0,1.0,1,8,6
45,2014-12-19,Sale,18,Exeter,11,AJ Bell Stadium,home,Wayne Barnes,29,W,Fri,Dec,2014-15,21.0,18.0,30.0,21.0,0.2,0.6,0.4,0.2,2.4,1.8,1.6,0.2,2.0,1.6,1.6,0.0,2.8,2.0,4.0,0.0,2.2,1.4,2.4,0.0,1,1.0,1,6,8
4,2014-12-20,Gloucester,16,Bath,39,Kingsholm,home,Greg Garner,55,L,Sat,Dec,2014-15,20.0,19.0,24.8,16.6,0.4,0.0,0.4,0.0,1.6,1.2,3.2,0.0,1.6,1.0,3.0,0.0,2.8,1.8,2.2,0.2,1.4,1.2,2.4,0.0,0,1.0,1,9,5
124,2014-12-20,Newcastle,7,Harlequins,15,Twickenham Stoop,away,Matthew Carley,22,L,Sat,Dec,2014-15,19.8,15.6,21.6,15.6,0.2,0.2,0.6,0.4,2.0,1.0,2.6,0.0,1.6,0.8,1.8,0.2,2.2,2.0,2.2,0.0,1.2,0.6,2.8,0.0,0,0.0,0,11,4
243,2014-12-20,Saracens,78,London Welsh,7,Allianz Park,home,Ian Tempest,85,W,Sat,Dec,2014-15,20.6,24.2,5.8,43.0,0.2,0.2,0.0,0.8,1.6,0.6,3.8,0.0,1.4,0.8,5.2,0.0,0.8,0.6,0.2,0.0,6.4,4.6,0.6,0.0,1,0.0,0,1,13
375,2014-12-20,London Welsh,7,Saracens,78,Allianz Park,away,Ian Tempest,85,L,Sat,Dec,2014-15,5.8,43.0,20.6,24.2,0.0,0.8,0.2,0.2,0.8,0.6,0.2,0.0,6.4,4.6,0.6,0.0,1.6,0.6,3.8,0.0,1.4,0.8,5.2,0.0,0,0.0,0,13,1
86,2014-12-20,Bath,39,Gloucester,16,Kingsholm,away,Greg Garner,55,W,Sat,Dec,2014-15,24.8,16.6,20.0,19.0,0.4,0.0,0.4,0.0,2.8,1.8,2.2,0.2,1.4,1.2,2.4,0.0,1.6,1.2,3.2,0.0,1.6,1.0,3.0,0.0,1,1.0,1,5,9
163,2014-12-20,Northampton,23,Leicester,19,Franklin's Gardens,home,JP Doyle,42,W,Sat,Dec,2014-15,30.8,16.8,20.6,18.2,0.6,0.4,0.2,0.4,3.8,2.6,2.2,0.0,1.8,1.2,1.8,0.0,1.2,1.0,4.2,0.0,1.2,1.0,3.4,0.0,1,1.0,1,2,3
298,2014-12-20,Leicester,19,Northampton,23,Franklin's Gardens,away,JP Doyle,42,L,Sat,Dec,2014-15,20.6,18.2,30.8,16.8,0.2,0.4,0.6,0.4,1.2,1.0,4.2,0.0,1.2,1.0,3.4,0.0,3.8,2.6,2.2,0.0,1.8,1.2,1.8,0.0,0,1.0,1,3,2
260,2014-12-20,Harlequins,15,Newcastle,7,Twickenham Stoop,home,Matthew Carley,22,W,Sat,Dec,2014-15,21.6,15.6,19.8,15.6,0.6,0.4,0.2,0.2,2.2,2.0,2.2,0.0,1.2,0.6,2.8,0.0,2.0,1.0,2.6,0.0,1.6,0.8,1.8,0.2,1,0.0,0,4,11
417,2014-12-21,London Irish,16,Wasps,48,Ricoh Arena,away,Thomas Foley,64,L,Sun,Dec,2014-15,15.2,30.6,29.0,20.6,0.2,0.4,0.4,0.2,1.2,1.0,2.4,0.0,3.2,2.8,3.0,0.0,3.6,2.8,1.8,0.0,2.0,1.4,2.4,0.2,0,0.0,0,10,7
204,2014-12-21,Wasps,48,London Irish,16,Ricoh Arena,home,Thomas Foley,64,W,Sun,Dec,2014-15,29.0,20.6,15.2,30.6,0.4,0.2,0.2,0.4,3.6,2.8,1.8,0.0,2.0,1.4,2.4,0.2,1.2,1.0,2.4,0.0,3.2,2.8,3.0,0.0,1,0.0,0,7,10
244,2014-12-26,London Irish,24,London Welsh,9,Madejski Stadium,home,Greg Garner,33,W,Fri,Dec,2014-15,16.0,36.4,7.2,48.2,0.0,0.6,0.0,0.8,1.4,1.2,2.2,0.0,3.8,3.0,3.8,0.0,1.0,0.8,0.2,0.0,7.2,5.2,0.6,0.0,1,0.0,0,10,13
205,2014-12-26,London Welsh,9,London Irish,24,Madejski Stadium,away,Greg Garner,33,L,Fri,Dec,2014-15,7.2,48.2,16.0,36.4,0.0,0.8,0.0,0.6,1.0,0.8,0.2,0.0,7.2,5.2,0.6,0.0,1.4,1.2,2.2,0.0,3.8,3.0,3.8,0.0,0,0.0,0,13,10
164,2014-12-27,Sale,30,Leicester,32,AJ Bell Stadium,home,Tim Wigglesworth,62,L,Sat,Dec,2014-15,19.6,17.4,21.2,16.2,0.2,0.8,0.4,0.4,2.2,1.6,1.8,0.0,1.8,1.2,2.0,0.0,1.6,1.2,3.6,0.0,1.2,0.6,3.0,0.0,0,1.0,0,6,3
299,2014-12-27,Harlequins,25,Northampton,30,Twickenham Stadium,home,Wayne Barnes,55,L,Sat,Dec,2014-15,14.2,17.0,31.6,18.2,0.4,0.4,0.6,0.4,0.8,0.6,3.0,0.0,1.4,0.8,2.8,0.0,4.2,2.6,1.8,0.0,2.4,1.6,1.0,0.0,0,1.0,1,4,2
261,2014-12-27,Saracens,25,Newcastle,23,Kingston Park,away,Luke Pearce,48,W,Sat,Dec,2014-15,34.0,21.4,15.4,13.8,0.4,0.2,0.2,0.0,3.6,2.6,3.6,0.0,1.2,0.8,4.6,0.0,1.6,1.0,1.8,0.0,1.0,0.8,2.2,0.2,1,1.0,0,1,11
125,2014-12-27,Northampton,30,Harlequins,25,Twickenham Stadium,away,Wayne Barnes,55,W,Sat,Dec,2014-15,31.6,18.2,14.2,17.0,0.6,0.4,0.4,0.4,4.2,2.6,1.8,0.0,2.4,1.6,1.0,0.0,0.8,0.6,3.0,0.0,1.4,0.8,2.8,0.0,1,1.0,1,2,4
338,2014-12-27,Leicester,32,Sale,30,AJ Bell Stadium,away,Tim Wigglesworth,62,W,Sat,Dec,2014-15,21.2,16.2,19.6,17.4,0.4,0.4,0.2,0.8,1.6,1.2,3.6,0.0,1.2,0.6,3.0,0.0,2.2,1.6,1.8,0.0,1.8,1.2,2.0,0.0,1,0.0,1,3,6
5,2014-12-27,Exeter,14,Bath,31,The Recreation Ground,away,JP Doyle,45,L,Sat,Dec,2014-15,27.4,18.8,28.4,17.6,0.4,0.2,0.4,0.0,2.4,2.0,3.8,0.0,2.0,1.4,2.0,0.0,3.0,2.2,2.8,0.2,1.4,1.4,2.6,0.0,0,0.0,1,8,5
376,2014-12-27,Newcastle,23,Saracens,25,Kingston Park,home,Luke Pearce,48,L,Sat,Dec,2014-15,15.4,13.8,34.0,21.4,0.2,0.0,0.4,0.2,1.6,1.0,1.8,0.0,1.0,0.8,2.2,0.2,3.6,2.6,3.6,0.0,1.2,0.8,4.6,0.0,0,0.0,1,11,1
46,2014-12-27,Bath,31,Exeter,14,The Recreation Ground,home,JP Doyle,45,W,Sat,Dec,2014-15,28.4,17.6,27.4,18.8,0.4,0.0,0.4,0.2,3.0,2.2,2.8,0.2,1.4,1.4,2.6,0.0,2.4,2.0,3.8,0.0,2.0,1.4,2.0,0.0,1,1.0,0,5,8
87,2014-12-28,Wasps,30,Gloucester,23,Kingsholm,away,Dean Richards,53,W,Sun,Dec,2014-15,35.8,18.8,16.6,23.6,0.6,0.2,0.4,0.0,4.0,2.8,3.4,0.0,1.6,1.2,2.8,0.0,1.2,0.8,3.0,0.0,2.0,1.4,3.6,0.0,1,1.0,0,7,9
418,2014-12-28,Gloucester,23,Wasps,30,Kingsholm,home,Dean Richards,53,L,Sun,Dec,2014-15,16.6,23.6,35.8,18.8,0.4,0.0,0.6,0.2,1.2,0.8,3.0,0.0,2.0,1.4,3.6,0.0,4.0,2.8,3.4,0.0,1.6,1.2,2.8,0.0,0,0.0,1,9,7
300,2015-01-02,Newcastle,31,Northampton,39,Franklin's Gardens,away,Ian Tempest,70,L,Fri,Jan,2014-15,15.4,18.2,29.0,21.2,0.4,0.0,0.4,0.6,1.6,1.0,1.8,0.0,1.6,1.2,2.4,0.2,3.6,2.2,2.2,0.0,2.8,1.8,1.2,0.0,0,0.0,1,11,2
262,2015-01-02,Northampton,39,Newcastle,31,Franklin's Gardens,home,Ian Tempest,70,W,Fri,Jan,2014-15,29.0,21.2,15.4,18.2,0.4,0.6,0.4,0.0,3.6,2.2,2.2,0.0,2.8,1.8,1.2,0.0,1.6,1.0,1.8,0.0,1.6,1.2,2.4,0.2,1,1.0,0,2,11
88,2015-01-03,Exeter,25,Gloucester,26,Sandy Park,home,Andrew Small,51,L,Sat,Jan,2014-15,21.4,20.2,17.0,24.0,0.2,0.4,0.4,0.0,1.8,1.4,3.2,0.0,2.2,1.6,2.0,0.0,1.2,1.0,3.0,0.0,2.0,1.6,3.6,0.0,0,0.0,0,8,9
377,2015-01-03,London Irish,6,Saracens,22,Allianz Park,away,Tim Wigglesworth,28,L,Sat,Jan,2014-15,16.0,29.4,33.4,21.8,0.0,0.4,0.4,0.2,1.4,1.2,2.2,0.0,2.8,2.0,3.8,0.0,3.6,2.6,3.4,0.0,1.4,0.8,4.4,0.0,0,1.0,1,10,1
206,2015-01-03,Saracens,22,London Irish,6,Allianz Park,home,Tim Wigglesworth,28,W,Sat,Jan,2014-15,33.4,21.8,16.0,29.4,0.4,0.2,0.0,0.4,3.6,2.6,3.4,0.0,1.4,0.8,4.4,0.0,1.4,1.2,2.2,0.0,2.8,2.0,3.8,0.0,1,1.0,1,1,10
47,2015-01-03,Gloucester,26,Exeter,25,Sandy Park,away,Andrew Small,51,W,Sat,Jan,2014-15,17.0,24.0,21.4,20.2,0.4,0.0,0.2,0.4,1.2,1.0,3.0,0.0,2.0,1.6,3.6,0.0,1.8,1.4,3.2,0.0,2.2,1.6,2.0,0.0,1,0.0,0,9,8
