,actual_x,prediction_x,date,team_x,opponent_x,teamPoints_x,opponentPoints_x,totalPoints_x,result_x,teamOdds_x,opponentOdds_x,teamType_x,actual_y,prediction_y,team_y,opponent_y,teamPoints_y,opponentPoints_y,totalPoints_y,result_y,teamOdds_y,opponentOdds_y,teamType_y,correct_prediction,different_prediction,lower_odds_winner,prediction_certainty,points_difference,bet,return
58,0,1,2016-10-08,Exeter,Gloucester,27,27,54,D,1.14,5.99,home,0,0,Gloucester,Exeter,27,27,54,D,5.99,1.14,away,False,True,False,1,0,10,0.0
61,1,1,2016-10-09,Saracens,Wasps,30,14,44,W,1.42,3.01,home,0,0,Wasps,Saracens,14,30,44,L,3.01,1.42,away,True,True,True,1,16,10,14.2
63,1,1,2016-10-28,Northampton,Gloucester,23,20,43,W,1.3,3.62,home,0,0,Gloucester,Northampton,20,23,43,L,3.62,1.3,away,True,True,True,1,3,10,13.0
65,1,1,2016-10-29,Harlequins,Worcester,36,14,50,W,1.13,6.13,home,0,0,Worcester,Harlequins,14,36,50,L,6.13,1.13,away,True,True,True,1,22,10,11.299999999999999
67,1,1,2016-10-29,Saracens,Leicester,24,10,34,W,1.13,6.31,home,0,0,Leicester,Saracens,10,24,34,L,6.31,1.13,away,True,True,True,1,14,10,11.299999999999999
69,0,1,2016-10-30,Exeter,Bath,10,13,23,L,1.52,2.64,home,1,0,Bath,Exeter,13,10,23,W,2.64,1.52,away,False,True,False,1,3,10,0.0
71,1,1,2016-10-30,Wasps,Newcastle,31,6,37,W,1.03,12.28,home,0,0,Newcastle,Wasps,6,31,37,L,12.28,1.03,away,True,True,True,1,25,10,10.3
72,0,0,2016-10-30,Bristol,Sale,13,31,44,L,2.74,1.48,home,1,1,Sale,Bristol,31,13,44,W,1.48,2.74,away,True,True,True,1,18,10,14.8
74,1,1,2016-11-18,Bath,Bristol,16,9,25,W,1.09,7.35,home,0,0,Bristol,Bath,9,16,25,L,7.35,1.09,away,True,True,True,1,7,10,10.9
78,0,0,2016-11-18,Worcester,Northampton,17,18,35,L,2.07,1.79,home,1,1,Northampton,Worcester,18,17,35,W,1.79,2.07,away,True,True,True,1,1,10,17.9
79,0,0,2016-11-18,Newcastle,Exeter,19,32,51,L,3.16,1.38,home,1,1,Exeter,Newcastle,32,19,51,W,1.38,3.16,away,True,True,True,1,13,10,13.799999999999999
81,1,0,2016-11-19,Gloucester,Wasps,36,18,54,W,2.64,1.52,home,0,1,Wasps,Gloucester,18,36,54,L,1.52,2.64,away,False,True,False,1,18,10,0.0
83,1,1,2016-11-20,Leicester,Harlequins,25,6,31,W,1.22,4.5,home,0,0,Harlequins,Leicester,6,25,31,L,4.5,1.22,away,True,True,True,1,19,10,12.2
85,0,1,2016-11-20,Sale,Saracens,13,28,41,L,2.27,1.69,home,1,0,Saracens,Sale,28,13,41,W,1.69,2.27,away,False,True,True,1,15,10,0.0
87,0,1,2016-11-25,Northampton,Newcastle,16,22,38,L,1.17,5.25,home,1,0,Newcastle,Northampton,22,16,38,W,5.25,1.17,away,False,True,False,1,6,10,0.0
88,0,0,2016-11-25,Bristol,Leicester,16,21,37,L,5.05,1.18,home,1,1,Leicester,Bristol,21,16,37,W,1.18,5.05,away,True,True,True,1,5,10,11.799999999999999
90,1,1,2016-11-26,Exeter,Worcester,57,22,79,W,1.06,9.28,home,0,0,Worcester,Exeter,22,57,79,L,9.28,1.06,away,True,True,True,1,35,10,10.600000000000001
94,1,1,2016-11-27,Saracens,Gloucester,24,20,44,W,1.13,6.17,home,0,0,Gloucester,Saracens,20,24,44,L,6.17,1.13,away,True,True,True,1,4,10,11.299999999999999
95,1,1,2016-11-27,Harlequins,Bath,21,20,41,W,1.46,2.8,home,0,0,Bath,Harlequins,20,21,41,L,2.8,1.46,away,True,True,True,1,1,10,14.6
97,1,1,2016-11-27,Wasps,Sale,34,24,58,W,1.14,5.98,home,0,0,Sale,Wasps,24,34,58,L,5.98,1.14,away,True,True,True,1,10,10,11.399999999999999
99,0,1,2016-12-02,Sale,Exeter,3,21,24,L,2.32,1.66,home,1,0,Exeter,Sale,21,3,24,W,1.66,2.32,away,False,True,True,1,18,10,0.0
102,1,0,2016-12-03,Bath,Saracens,14,11,25,W,2.32,1.66,home,0,1,Saracens,Bath,11,14,25,L,1.66,2.32,away,False,True,False,1,3,10,0.0
104,1,1,2016-12-03,Leicester,Northampton,19,11,30,W,1.36,3.29,home,0,0,Northampton,Leicester,11,19,30,L,3.29,1.36,away,True,True,True,1,8,10,13.600000000000001
105,1,1,2016-12-03,Gloucester,Bristol,26,18,44,W,1.12,6.32,home,0,0,Bristol,Gloucester,18,26,44,L,6.32,1.12,away,True,True,True,1,8,10,11.200000000000001
106,0,0,2016-12-04,Worcester,Wasps,12,26,38,L,2.76,1.5,home,1,1,Wasps,Worcester,26,12,38,W,1.5,2.76,away,True,True,True,1,14,10,15.0
109,1,0,2016-12-04,Newcastle,Harlequins,38,32,70,W,2.23,1.71,home,0,1,Harlequins,Newcastle,32,38,70,L,1.71,2.23,away,False,True,False,2,6,5,0.0
110,1,1,2016-12-23,Northampton,Sale,24,5,29,W,1.23,4.35,home,0,0,Sale,Northampton,5,24,29,L,4.35,1.23,away,True,True,True,1,19,10,12.3
113,1,1,2016-12-24,Saracens,Newcastle,21,6,27,W,1.03,12.75,home,0,0,Newcastle,Saracens,6,21,27,L,12.75,1.03,away,True,True,True,1,15,10,10.3
114,1,1,2016-12-24,Exeter,Leicester,31,10,41,W,1.31,3.67,home,0,0,Leicester,Exeter,10,31,41,L,3.67,1.31,away,True,True,True,1,21,10,13.100000000000001
116,1,1,2016-12-24,Wasps,Bath,40,26,66,W,1.31,3.63,home,0,0,Bath,Wasps,26,40,66,L,3.63,1.31,away,True,True,True,1,14,10,13.100000000000001
119,1,1,2016-12-26,Bristol,Worcester,28,20,48,W,1.64,2.36,home,0,0,Worcester,Bristol,20,28,48,L,2.36,1.64,away,True,True,True,1,8,10,16.4
120,1,1,2016-12-27,Harlequins,Gloucester,28,24,52,W,1.38,3.18,home,0,0,Gloucester,Harlequins,24,28,52,L,3.18,1.38,away,True,True,True,2,4,5,6.8999999999999995
122,0,0,2016-12-30,Newcastle,Wasps,30,34,64,L,3.92,1.27,home,1,1,Wasps,Newcastle,34,30,64,W,1.27,3.92,away,True,True,True,1,4,10,12.7
125,0,0,2016-12-31,Bath,Exeter,11,17,28,L,1.56,2.51,home,1,1,Exeter,Bath,17,11,28,W,2.51,1.56,away,True,True,False,1,6,10,25.099999999999998
126,0,1,2017-01-01,Sale,Bristol,23,24,47,L,1.25,4.17,home,1,0,Bristol,Sale,24,23,47,W,4.17,1.25,away,False,True,False,1,1,10,0.0
127,0,0,2017-01-01,Gloucester,Northampton,12,13,25,L,1.7,2.24,home,1,1,Northampton,Gloucester,13,12,25,W,2.24,1.7,away,True,True,False,1,1,10,22.400000000000002
130,0,1,2017-01-01,Leicester,Saracens,12,16,28,L,2.47,1.58,home,1,0,Saracens,Leicester,16,12,28,W,1.58,2.47,away,False,True,True,1,4,10,0.0
131,1,0,2017-01-01,Worcester,Harlequins,24,17,41,W,2.57,1.55,home,0,1,Harlequins,Worcester,17,24,41,L,1.55,2.57,away,False,True,False,1,7,10,0.0
135,1,0,2017-01-06,Newcastle,Bath,24,22,46,W,2.39,1.62,home,0,1,Bath,Newcastle,22,24,46,L,1.62,2.39,away,False,True,False,1,2,10,0.0
136,0,1,2017-01-07,Saracens,Exeter,13,13,26,D,1.25,4.16,home,0,0,Exeter,Saracens,13,13,26,D,4.16,1.25,away,False,True,False,1,0,10,0.0
137,1,1,2017-01-07,Gloucester,Worcester,55,19,74,W,1.17,5.17,home,0,0,Worcester,Gloucester,19,55,74,L,5.17,1.17,away,True,True,True,1,36,10,11.7
139,1,1,2017-01-07,Northampton,Bristol,32,26,58,W,1.12,6.29,home,0,0,Bristol,Northampton,26,32,58,L,6.29,1.12,away,True,True,True,1,6,10,11.200000000000001
140,1,1,2017-01-07,Harlequins,Sale,29,26,55,W,1.17,5.17,home,0,0,Sale,Harlequins,26,29,55,L,5.17,1.17,away,True,True,True,1,3,10,11.7
144,1,1,2017-01-08,Wasps,Leicester,22,16,38,W,1.14,5.82,home,0,0,Leicester,Wasps,16,22,38,L,5.82,1.14,away,True,True,True,1,6,10,11.399999999999999
146,0,1,2017-02-10,Bristol,Harlequins,8,42,50,L,1.43,2.93,home,1,0,Harlequins,Bristol,42,8,50,W,2.93,1.43,away,False,True,False,1,34,10,0.0
148,1,1,2017-02-10,Sale,Newcastle,26,24,50,W,1.53,2.59,home,0,0,Newcastle,Sale,24,26,50,L,2.59,1.53,away,True,True,True,1,2,10,15.3
149,1,1,2017-02-10,Bath,Northampton,32,30,62,W,1.45,2.87,home,0,0,Northampton,Bath,30,32,62,L,2.87,1.45,away,True,True,True,2,2,5,7.25
152,1,0,2017-02-11,Worcester,Saracens,24,18,42,W,3.58,1.3,home,0,1,Saracens,Worcester,18,24,42,L,1.3,3.58,away,False,True,False,1,6,10,0.0
153,1,1,2017-02-11,Leicester,Gloucester,34,9,43,W,1.36,3.22,home,0,0,Gloucester,Leicester,9,34,43,L,3.22,1.36,away,True,True,True,1,25,10,13.600000000000001
157,0,1,2017-02-12,Exeter,Wasps,35,35,70,D,1.6,2.41,home,0,0,Wasps,Exeter,35,35,70,D,2.41,1.6,away,False,True,False,1,0,10,0.0
159,1,0,2017-02-17,Gloucester,Saracens,31,23,54,W,2.55,1.57,home,0,1,Saracens,Gloucester,23,31,54,L,1.57,2.55,away,False,True,False,2,8,5,0.0
162,1,1,2017-02-18,Leicester,Bristol,50,17,67,W,1.03,12.43,home,0,0,Bristol,Leicester,17,50,67,L,12.43,1.03,away,True,True,True,1,33,10,10.3
164,0,0,2017-02-18,Worcester,Exeter,32,48,80,L,2.92,1.43,home,1,1,Exeter,Worcester,48,32,80,W,1.43,2.92,away,True,True,True,1,16,10,14.299999999999999
165,1,1,2017-02-18,Bath,Harlequins,22,12,34,W,1.21,4.58,home,0,0,Harlequins,Bath,12,22,34,L,4.58,1.21,away,True,True,True,1,10,10,12.1
166,1,0,2017-02-19,Sale,Wasps,34,28,62,W,3.49,1.34,home,0,1,Wasps,Sale,28,34,62,L,1.34,3.49,away,False,True,False,1,6,10,0.0
167,1,0,2017-02-19,Newcastle,Northampton,46,31,77,W,1.7,2.22,home,0,1,Northampton,Newcastle,31,46,77,L,2.22,1.7,away,False,True,True,1,15,10,0.0
171,0,0,2017-02-24,Harlequins,Leicester,18,27,45,L,2.18,1.73,home,1,1,Leicester,Harlequins,27,18,45,W,1.73,2.18,away,True,True,True,1,9,10,17.3
172,1,1,2017-02-25,Northampton,Worcester,24,14,38,W,1.23,4.36,home,0,0,Worcester,Northampton,14,24,38,L,4.36,1.23,away,True,True,True,1,10,10,12.3
173,1,1,2017-02-25,Exeter,Newcastle,36,14,50,W,1.21,4.51,home,0,0,Newcastle,Exeter,14,36,50,L,4.51,1.21,away,True,True,True,1,22,10,12.1
175,1,1,2017-02-25,Saracens,Sale,29,18,47,W,1.17,5.21,home,0,0,Sale,Saracens,18,29,47,L,5.21,1.17,away,True,True,True,1,11,10,11.7
178,1,1,2017-02-26,Wasps,Gloucester,35,22,57,W,1.16,5.38,home,0,0,Gloucester,Wasps,22,35,57,L,5.38,1.16,away,True,True,True,1,13,10,11.6
181,1,0,2017-02-26,Bristol,Bath,12,11,23,W,3.49,1.33,home,0,1,Bath,Bristol,11,12,23,L,1.33,3.49,away,False,True,False,1,1,10,0.0
182,0,1,2017-03-03,Leicester,Exeter,15,34,49,L,1.59,2.49,home,1,0,Exeter,Leicester,34,15,49,W,2.49,1.59,away,False,True,False,1,19,10,0.0
185,0,1,2017-03-03,Sale,Northampton,12,32,44,L,1.52,2.65,home,1,0,Northampton,Sale,32,12,44,W,2.65,1.52,away,False,True,False,1,20,10,0.0
188,0,1,2017-03-04,Gloucester,Harlequins,27,30,57,L,1.28,3.87,home,1,0,Harlequins,Gloucester,30,27,57,W,3.87,1.28,away,False,True,False,1,3,10,0.0
189,0,0,2017-03-04,Bath,Wasps,3,24,27,L,2.18,1.76,home,1,1,Wasps,Bath,24,3,27,W,1.76,2.18,away,True,True,True,2,21,5,8.8
192,0,0,2017-03-05,Newcastle,Saracens,27,35,62,L,2.95,1.43,home,1,1,Saracens,Newcastle,35,27,62,W,1.43,2.95,away,True,True,True,1,8,10,14.299999999999999
193,1,1,2017-03-05,Worcester,Bristol,41,24,65,W,1.47,2.79,home,0,0,Bristol,Worcester,24,41,65,L,2.79,1.47,away,True,True,True,1,17,10,14.7
195,0,0,2017-03-24,Bristol,Gloucester,14,32,46,L,2.52,1.55,home,1,1,Gloucester,Bristol,32,14,46,W,1.55,2.52,away,True,True,True,1,18,10,15.5
196,0,1,2017-03-25,Northampton,Leicester,31,36,67,L,1.56,2.54,home,1,0,Leicester,Northampton,36,31,67,W,2.54,1.56,away,False,True,False,2,5,5,0.0
198,1,1,2017-03-25,Exeter,Sale,30,25,55,W,1.07,9.09,home,0,0,Sale,Exeter,25,30,55,L,9.09,1.07,away,True,True,True,1,5,10,10.700000000000001
201,1,1,2017-03-25,Harlequins,Newcastle,53,17,70,W,1.21,4.53,home,0,0,Newcastle,Harlequins,17,53,70,L,4.53,1.21,away,True,True,True,1,36,10,12.1
204,1,1,2017-03-26,Saracens,Bath,53,10,63,W,1.23,4.27,home,0,0,Bath,Saracens,10,53,63,L,4.27,1.23,away,True,True,True,1,43,10,12.3
205,1,1,2017-03-26,Wasps,Worcester,40,33,73,W,1.03,12.6,home,0,0,Worcester,Wasps,33,40,73,L,12.6,1.03,away,True,True,True,1,7,10,10.3
206,1,1,2017-04-07,Newcastle,Gloucester,16,14,30,W,1.57,2.5,home,0,0,Gloucester,Newcastle,14,16,30,L,2.5,1.57,away,True,True,True,2,2,5,7.8500000000000005
207,1,1,2017-04-07,Sale,Worcester,36,26,62,W,1.4,3.07,home,0,0,Worcester,Sale,26,36,62,L,3.07,1.4,away,True,True,True,1,10,10,14.0
210,1,1,2017-04-08,Saracens,Harlequins,40,19,59,W,1.15,5.56,home,0,0,Harlequins,Saracens,19,40,59,L,5.56,1.15,away,True,True,True,1,21,10,11.5
211,1,1,2017-04-08,Exeter,Bristol,38,34,72,W,1.02,14.67,home,0,0,Bristol,Exeter,34,38,72,L,14.67,1.02,away,True,True,True,1,4,10,10.2
215,1,0,2017-04-08,Bath,Leicester,27,21,48,W,1.87,2.01,home,0,1,Leicester,Bath,21,27,48,L,2.01,1.87,away,False,True,True,1,6,10,0.0
217,1,1,2017-04-09,Wasps,Northampton,32,30,62,W,1.17,5.12,home,0,0,Northampton,Wasps,30,32,62,L,5.12,1.17,away,True,True,True,1,2,10,11.7
218,0,0,2017-04-14,Harlequins,Exeter,26,39,65,L,1.66,2.28,home,1,1,Exeter,Harlequins,39,26,65,W,2.28,1.66,away,True,True,False,1,13,10,22.799999999999997
220,1,1,2017-04-15,Gloucester,Sale,39,30,69,W,1.35,3.24,home,0,0,Sale,Gloucester,30,39,69,L,3.24,1.35,away,True,True,True,1,9,10,13.5
221,1,0,2017-04-15,Worcester,Bath,25,19,44,W,3.38,1.35,home,0,1,Bath,Worcester,19,25,44,L,1.35,3.38,away,False,True,False,1,6,10,0.0
225,1,1,2017-04-15,Leicester,Newcastle,30,3,33,W,1.1,6.82,home,0,0,Newcastle,Leicester,3,30,33,L,6.82,1.1,away,True,True,True,1,27,10,11.0
227,0,0,2017-04-16,Bristol,Wasps,21,36,57,L,7.23,1.09,home,1,1,Wasps,Bristol,36,21,57,W,1.09,7.23,away,True,True,True,1,15,10,10.9
229,0,1,2017-04-16,Northampton,Saracens,25,27,52,L,1.81,2.1,home,1,0,Saracens,Northampton,27,25,52,W,2.1,1.81,away,False,True,False,2,2,5,0.0
231,1,0,2017-04-28,Harlequins,Wasps,32,13,45,W,2.14,1.76,home,0,1,Wasps,Harlequins,13,32,45,L,1.76,2.14,away,False,True,False,2,19,5,0.0
233,1,1,2017-04-28,Newcastle,Worcester,16,14,30,W,1.4,3.0,home,0,0,Worcester,Newcastle,14,16,30,L,3.0,1.4,away,True,True,True,1,2,10,14.0
235,1,1,2017-04-29,Saracens,Bristol,27,9,36,W,1.01,19.89,home,0,0,Bristol,Saracens,9,27,36,L,19.89,1.01,away,True,True,True,1,18,10,10.1
236,1,1,2017-04-29,Exeter,Northampton,36,12,48,W,1.28,3.75,home,0,0,Northampton,Exeter,12,36,48,L,3.75,1.28,away,True,True,True,1,24,10,12.8
238,1,1,2017-04-29,Leicester,Sale,41,18,59,W,1.09,7.33,home,0,0,Sale,Leicester,18,41,59,L,7.33,1.09,away,True,True,True,1,23,10,10.9
241,1,1,2017-04-30,Bath,Gloucester,44,20,64,W,1.41,3.02,home,0,0,Gloucester,Bath,20,44,64,L,3.02,1.41,away,True,True,True,2,24,5,7.05
243,0,0,2017-05-06,Worcester,Leicester,23,28,51,L,2.79,1.46,home,1,1,Leicester,Worcester,28,23,51,W,1.46,2.79,away,True,True,True,1,5,10,14.6
244,0,0,2017-05-06,Bristol,Newcastle,27,39,66,L,2.37,1.6,home,1,1,Newcastle,Bristol,39,27,66,W,1.6,2.37,away,True,True,True,1,12,10,16.0
247,1,1,2017-05-06,Sale,Bath,27,24,51,W,2.29,1.65,home,0,0,Bath,Sale,24,27,51,L,1.65,2.29,away,True,True,False,1,3,10,22.9
248,1,1,2017-05-06,Wasps,Saracens,35,15,50,W,1.35,3.31,home,0,0,Saracens,Wasps,15,35,50,L,3.31,1.35,away,True,True,True,1,20,10,13.5
251,1,1,2017-05-06,Northampton,Harlequins,22,20,42,W,1.43,2.88,home,0,0,Harlequins,Northampton,20,22,42,L,2.88,1.43,away,True,True,True,1,2,10,14.299999999999999
252,0,0,2017-05-06,Gloucester,Exeter,20,34,54,L,3.08,1.38,home,1,1,Exeter,Gloucester,34,20,54,W,1.38,3.08,away,True,True,True,1,14,10,13.799999999999999
254,1,1,2017-05-20,Wasps,Leicester,21,20,41,W,1.23,4.22,home,0,0,Leicester,Wasps,20,21,41,L,4.22,1.23,away,True,True,True,1,1,10,12.3
257,1,0,2017-05-20,Exeter,Saracens,18,16,34,W,3.04,1.42,home,0,1,Saracens,Exeter,16,18,34,L,1.42,3.04,away,False,True,False,1,2,10,0.0
