,actual_x,prediction_x,date,team_x,opponent_x,teamPoints_x,opponentPoints_x,totalPoints_x,result_x,teamOdds_x,opponentOdds_x,teamType_x,actual_y,prediction_y,team_y,opponent_y,teamPoints_y,opponentPoints_y,totalPoints_y,result_y,teamOdds_y,opponentOdds_y,teamType_y,correct_prediction,different_prediction,lower_odds_winner,prediction_certainty,points_difference,bet,return
62,1,1,2022-10-15,Gloucester,Bristol,31,28,59,W,1.28,3.73,home,0,0,Bristol,Gloucester,28,31,59,L,3.73,1.28,away,True,True,True,1,3,10,12.8
63,1,1,2022-10-15,Northampton,Newcastle,32,31,63,W,1.08,7.32,home,0,0,Newcastle,Northampton,31,32,63,L,7.32,1.08,away,True,True,True,1,1,10,10.8
65,0,1,2022-10-16,Harlequins,Leicester,19,27,46,L,1.67,2.23,home,1,0,Leicester,Harlequins,27,19,46,W,2.23,1.67,away,False,True,False,2,8,5,0.0
67,0,1,2022-10-21,London Irish,Gloucester,21,22,43,L,1.74,2.12,home,1,0,Gloucester,London Irish,22,21,43,W,2.12,1.74,away,False,True,False,2,1,5,0.0
69,0,1,2022-10-22,Exeter,Saracens,20,22,42,L,1.77,2.09,home,1,0,Saracens,Exeter,22,20,42,W,2.09,1.77,away,False,True,False,1,2,10,0.0
71,1,0,2022-10-22,Bath,Northampton,27,14,41,W,2.57,1.51,home,0,1,Northampton,Bath,14,27,41,L,1.51,2.57,away,False,True,False,1,13,10,0.0
73,0,1,2022-10-23,Sale,Harlequins,13,29,42,L,1.29,3.59,home,1,0,Harlequins,Sale,29,13,42,W,3.59,1.29,away,False,True,False,1,16,10,0.0
75,1,0,2022-10-28,Gloucester,Exeter,38,22,60,W,1.88,1.96,home,0,1,Exeter,Gloucester,22,38,60,L,1.96,1.88,away,False,True,True,1,16,10,0.0
77,1,1,2022-10-29,Harlequins,London Irish,26,24,50,W,1.24,4.01,home,0,0,London Irish,Harlequins,24,26,50,L,4.01,1.24,away,True,True,True,1,2,10,12.4
78,1,1,2022-10-29,Northampton,Bristol,45,31,76,W,1.78,2.07,home,0,0,Bristol,Northampton,31,45,76,L,2.07,1.78,away,True,True,True,1,14,10,17.8
80,1,1,2022-10-30,Saracens,Sale,33,22,55,W,1.51,2.59,home,0,0,Sale,Saracens,22,33,55,L,2.59,1.51,away,True,True,True,1,11,10,15.1
83,1,1,2022-11-04,Northampton,Exeter,26,19,45,W,1.64,2.3,home,0,0,Exeter,Northampton,19,26,45,L,2.3,1.64,away,True,True,True,2,7,5,8.2
85,0,1,2022-11-05,Newcastle,Bath,10,17,27,L,1.67,2.24,home,1,0,Bath,Newcastle,17,10,27,W,2.24,1.67,away,False,True,False,1,7,10,0.0
87,1,1,2022-11-05,Sale,Gloucester,27,17,44,W,1.25,3.9,home,0,0,Gloucester,Sale,17,27,44,L,3.9,1.25,away,True,True,True,1,10,10,12.5
88,0,0,2022-11-05,Bristol,Saracens,10,25,35,L,3.14,1.36,home,1,1,Saracens,Bristol,25,10,35,W,1.36,3.14,away,True,True,True,1,15,10,13.600000000000001
90,1,0,2022-11-11,Bath,Leicester,19,18,37,W,2.61,1.51,home,0,1,Leicester,Bath,18,19,37,L,1.51,2.61,away,False,True,False,1,1,10,0.0
92,1,1,2022-11-12,Exeter,London Irish,22,17,39,W,1.49,2.65,home,0,0,London Irish,Exeter,17,22,39,L,2.65,1.49,away,True,True,True,1,5,10,14.9
93,0,1,2022-11-12,Gloucester,Newcastle,21,27,48,L,1.14,5.51,home,1,0,Newcastle,Gloucester,27,21,48,W,5.51,1.14,away,False,True,False,1,6,10,0.0
97,1,1,2022-11-13,Saracens,Northampton,45,39,84,W,1.41,2.94,home,0,0,Northampton,Saracens,39,45,84,L,2.94,1.41,away,True,True,True,1,6,10,14.1
99,1,0,2022-11-25,Newcastle,Exeter,24,21,45,W,2.27,1.65,home,0,1,Exeter,Newcastle,21,24,45,L,1.65,2.27,away,False,True,False,1,3,10,0.0
100,1,1,2022-11-25,Harlequins,Gloucester,21,12,33,W,1.43,2.88,home,0,0,Gloucester,Harlequins,12,21,33,L,2.88,1.43,away,True,True,True,1,9,10,14.299999999999999
102,1,1,2022-11-26,Sale,Bristol,25,20,45,W,1.26,3.82,home,0,0,Bristol,Sale,20,25,45,L,3.82,1.26,away,True,True,True,1,5,10,12.6
104,1,1,2022-11-27,Leicester,London Irish,33,31,64,W,1.24,4.02,home,0,0,London Irish,Leicester,31,33,64,L,4.02,1.24,away,True,True,True,1,2,10,12.4
106,0,0,2022-12-02,Bath,Harlequins,13,19,32,L,2.08,1.77,home,1,1,Harlequins,Bath,19,13,32,W,1.77,2.08,away,True,True,True,1,6,10,17.7
109,0,0,2022-12-03,Bristol,Leicester,26,26,52,D,2.22,1.67,home,0,1,Leicester,Bristol,26,26,52,D,1.67,2.22,away,False,True,False,1,0,10,0.0
112,1,1,2022-12-03,Gloucester,Northampton,34,19,53,W,1.59,2.38,home,0,0,Northampton,Gloucester,19,34,53,L,2.38,1.59,away,True,True,True,1,15,10,15.9
113,1,1,2022-12-03,London Irish,Newcastle,39,17,56,W,1.28,3.68,home,0,0,Newcastle,London Irish,17,39,56,L,3.68,1.28,away,True,True,True,1,22,10,12.8
114,1,0,2022-12-23,London Irish,Saracens,29,20,49,W,3.14,1.36,home,0,1,Saracens,London Irish,20,29,49,L,1.36,3.14,away,False,True,False,1,9,10,0.0
117,1,0,2022-12-23,Newcastle,Sale,20,14,34,W,2.66,1.5,home,0,1,Sale,Newcastle,14,20,34,L,1.5,2.66,away,False,True,False,1,6,10,0.0
118,1,1,2022-12-24,Exeter,Bath,20,15,35,W,1.2,4.52,home,0,0,Bath,Exeter,15,20,35,L,4.52,1.2,away,True,True,True,1,5,10,12.0
120,1,1,2022-12-24,Leicester,Gloucester,28,13,41,W,1.5,2.61,home,0,0,Gloucester,Leicester,13,28,41,L,2.61,1.5,away,True,True,True,1,15,10,15.0
122,0,1,2022-12-27,Harlequins,Bristol,12,15,27,L,1.28,3.7,home,1,0,Bristol,Harlequins,15,12,27,W,3.7,1.28,away,False,True,False,1,3,10,0.0
125,1,1,2022-12-30,Sale,Leicester,40,5,45,W,1.58,2.42,home,0,0,Leicester,Sale,5,40,45,L,2.42,1.58,away,True,True,True,1,35,10,15.8
126,1,1,2022-12-31,Bath,Newcastle,24,16,40,W,1.26,3.97,home,0,0,Newcastle,Bath,16,24,40,L,3.97,1.26,away,True,True,True,1,8,10,12.6
127,1,1,2022-12-31,Gloucester,London Irish,8,6,14,W,1.37,3.17,home,0,0,London Irish,Gloucester,6,8,14,L,3.17,1.37,away,True,True,True,1,2,10,13.700000000000001
130,1,1,2022-12-31,Saracens,Exeter,35,3,38,W,1.15,5.62,home,0,0,Exeter,Saracens,3,35,38,L,5.62,1.15,away,True,True,True,1,32,10,11.5
132,1,1,2023-01-01,Northampton,Harlequins,46,17,63,W,1.52,2.55,home,0,0,Harlequins,Northampton,17,46,63,L,2.55,1.52,away,True,True,True,2,29,5,7.6
134,0,0,2023-01-06,Gloucester,Saracens,16,19,35,L,3.0,1.41,home,1,1,Saracens,Gloucester,19,16,35,W,1.41,3.0,away,True,True,True,1,3,10,14.1
136,1,0,2023-01-07,Newcastle,Leicester,45,26,71,W,2.21,1.7,home,0,1,Leicester,Newcastle,26,45,71,L,1.7,2.21,away,False,True,False,1,19,10,0.0
137,1,1,2023-01-07,Exeter,Northampton,35,12,47,W,1.32,3.43,home,0,0,Northampton,Exeter,12,35,47,L,3.43,1.32,away,True,True,True,1,23,10,13.200000000000001
142,1,1,2023-01-08,London Irish,Bristol,23,7,30,W,1.89,1.94,home,0,0,Bristol,London Irish,7,23,30,L,1.94,1.89,away,True,True,True,2,16,5,9.45
143,0,0,2023-01-08,Harlequins,Sale,16,24,40,L,2.14,1.74,home,1,1,Sale,Harlequins,24,16,40,W,1.74,2.14,away,True,True,True,2,8,5,8.7
145,1,1,2023-01-27,Sale,Bath,30,27,57,W,1.34,3.29,home,0,0,Bath,Sale,27,30,57,L,3.29,1.34,away,True,True,True,1,3,10,13.4
147,1,1,2023-01-28,Saracens,Bristol,20,19,39,W,1.35,3.21,home,0,0,Bristol,Saracens,19,20,39,L,3.21,1.35,away,True,True,True,1,1,10,13.5
148,0,1,2023-01-28,Leicester,Northampton,18,19,37,L,1.24,4.11,home,1,0,Northampton,Leicester,19,18,37,W,4.11,1.24,away,False,True,False,1,1,10,0.0
150,1,1,2023-01-28,Exeter,Gloucester,24,17,41,W,1.51,2.61,home,0,0,Gloucester,Exeter,17,24,41,L,2.61,1.51,away,True,True,True,1,7,10,15.1
152,1,1,2023-01-29,London Irish,Harlequins,42,24,66,W,1.49,2.68,home,0,0,Harlequins,London Irish,24,42,66,L,2.68,1.49,away,True,True,True,1,18,10,14.9
