,actual_x,prediction_x,date,team_x,opponent_x,teamPoints_x,opponentPoints_x,totalPoints_x,result_x,teamOdds_x,opponentOdds_x,teamType_x,actual_y,prediction_y,team_y,opponent_y,teamPoints_y,opponentPoints_y,totalPoints_y,result_y,teamOdds_y,opponentOdds_y,teamType_y,correct_prediction,different_prediction,lower_odds_winner,prediction_certainty,points_difference,bet,return
136,0,1,2020-02-29,Northampton,Saracens,21,27,48,L,1.52,2.59,home,1,0,Saracens,Northampton,27,21,48,W,2.59,1.52,away,False,True,False,1,6,10,0.0
137,1,1,2020-02-29,Leicester,Worcester,14,8,22,W,1.46,2.75,home,0,0,Worcester,Leicester,8,14,22,L,2.75,1.46,away,True,True,True,1,6,10,14.6
140,0,1,2020-03-01,Bath,Bristol,13,19,32,L,1.46,2.84,home,1,0,Bristol,Bath,19,13,32,W,2.84,1.46,away,False,True,False,1,6,10,0.0
143,0,0,2020-03-01,London Irish,Wasps,26,36,62,L,1.71,2.18,home,1,1,Wasps,London Irish,36,26,62,W,2.18,1.71,away,True,True,False,1,10,10,21.8
146,1,1,2020-03-06,Sale,London Irish,39,0,39,W,1.11,6.61,home,0,0,London Irish,Sale,0,39,39,L,6.61,1.11,away,True,True,True,1,39,10,11.100000000000001
147,0,0,2020-03-06,Worcester,Northampton,10,16,26,L,2.54,1.55,home,1,1,Northampton,Worcester,16,10,26,W,1.55,2.54,away,True,True,True,1,6,10,15.5
148,1,1,2020-03-07,Saracens,Leicester,24,13,37,W,1.09,7.05,home,0,0,Leicester,Saracens,13,24,37,L,7.05,1.09,away,True,True,True,1,11,10,10.9
149,1,0,2020-03-07,Wasps,Gloucester,39,22,61,W,1.54,2.56,home,0,1,Gloucester,Wasps,22,39,61,L,2.56,1.54,away,False,True,True,1,17,10,0.0
150,1,1,2020-03-07,Exeter,Bath,57,20,77,W,1.16,5.22,home,0,0,Bath,Exeter,20,57,77,L,5.22,1.16,away,True,True,True,1,37,10,11.6
155,1,1,2020-03-08,Bristol,Harlequins,28,15,43,W,1.28,3.87,home,0,0,Harlequins,Bristol,15,28,43,L,3.87,1.28,away,True,True,True,1,13,10,12.8
156,1,0,2020-08-14,Harlequins,Sale,16,10,26,W,2.9,1.43,home,0,1,Sale,Harlequins,10,16,26,L,1.43,2.9,away,False,True,False,1,6,10,0.0
159,1,1,2020-08-15,Exeter,Leicester,26,13,39,W,1.06,8.76,home,0,0,Leicester,Exeter,13,26,39,L,8.76,1.06,away,True,True,True,1,13,10,10.600000000000001
161,1,0,2020-08-15,Bristol,Saracens,16,12,28,W,1.47,2.73,home,0,1,Saracens,Bristol,12,16,28,L,2.73,1.47,away,False,True,True,1,4,10,0.0
162,1,1,2020-08-15,Bath,London Irish,34,17,51,W,1.2,4.53,home,0,0,London Irish,Bath,17,34,51,L,4.53,1.2,away,True,True,True,1,17,10,12.0
165,0,0,2020-08-15,Worcester,Gloucester,15,44,59,L,2.47,1.57,home,1,1,Gloucester,Worcester,44,15,59,W,1.57,2.47,away,True,True,True,1,29,10,15.700000000000001
166,0,1,2020-08-16,Northampton,Wasps,21,34,55,L,1.55,2.5,home,1,0,Wasps,Northampton,34,21,55,W,2.5,1.55,away,False,True,False,1,13,10,0.0
168,0,0,2020-08-21,Sale,Exeter,22,32,54,L,2.08,1.8,home,1,1,Exeter,Sale,32,22,54,W,1.8,2.08,away,True,True,True,2,10,5,9.0
172,0,0,2020-08-21,Gloucester,Bristol,24,33,57,L,2.05,1.79,home,1,1,Bristol,Gloucester,33,24,57,W,1.79,2.05,away,True,True,True,2,9,5,8.95
173,1,1,2020-08-21,Wasps,Worcester,32,17,49,W,1.12,6.24,home,0,0,Worcester,Wasps,17,32,49,L,6.24,1.12,away,True,True,True,1,15,10,11.200000000000001
174,0,0,2020-08-22,London Irish,Northampton,3,27,30,L,2.98,1.41,home,1,1,Northampton,London Irish,27,3,30,W,1.41,2.98,away,True,True,True,1,24,10,14.1
176,1,1,2020-08-22,Saracens,Harlequins,38,24,62,W,1.34,3.3,home,0,0,Harlequins,Saracens,24,38,62,L,3.3,1.34,away,True,True,True,1,14,10,13.4
179,0,0,2020-08-22,Leicester,Bath,16,38,54,L,5.18,1.16,home,1,1,Bath,Leicester,38,16,54,W,1.16,5.18,away,True,True,True,1,22,10,11.6
180,0,1,2020-08-25,Wasps,Sale,11,20,31,L,1.19,4.66,home,1,0,Sale,Wasps,20,11,31,W,4.66,1.19,away,False,True,False,1,9,10,0.0
183,0,1,2020-08-25,Bristol,Exeter,22,25,47,L,1.27,3.85,home,1,0,Exeter,Bristol,25,22,47,W,3.85,1.27,away,False,True,False,1,3,10,0.0
186,1,1,2020-08-26,Saracens,Gloucester,36,20,56,W,1.83,2.01,home,0,0,Gloucester,Saracens,20,36,56,L,2.01,1.83,away,True,True,True,1,16,10,18.3
187,0,1,2020-08-26,Northampton,Bath,3,18,21,L,1.35,3.27,home,1,0,Bath,Northampton,18,3,21,W,3.27,1.35,away,False,True,False,1,15,10,0.0
189,1,1,2020-08-26,Leicester,London Irish,13,7,20,W,1.16,5.2,home,0,0,London Irish,Leicester,7,13,20,L,5.2,1.16,away,True,True,True,1,6,10,11.6
190,1,1,2020-08-26,Worcester,Harlequins,29,14,43,W,1.46,2.8,home,0,0,Harlequins,Worcester,14,29,43,L,2.8,1.46,away,True,True,True,1,15,10,14.6
192,1,1,2020-08-29,Sale,Bristol,40,7,47,W,1.07,8.25,home,0,0,Bristol,Sale,7,40,47,L,8.25,1.07,away,True,True,True,1,33,10,10.700000000000001
195,1,1,2020-08-30,Harlequins,Northampton,30,17,47,W,1.29,3.67,home,0,0,Northampton,Harlequins,17,30,47,L,3.67,1.29,away,True,True,True,1,13,10,12.9
197,1,1,2020-08-30,Gloucester,Leicester,46,30,76,W,1.04,9.67,home,0,0,Leicester,Gloucester,30,46,76,L,9.67,1.04,away,True,True,True,1,16,10,10.4
199,1,1,2020-08-30,Exeter,Worcester,59,7,66,W,1.01,16.96,home,0,0,Worcester,Exeter,7,59,66,L,16.96,1.01,away,True,True,True,1,52,10,10.1
200,0,1,2020-08-31,Bath,Wasps,23,27,50,L,1.36,3.23,home,1,0,Wasps,Bath,27,23,50,W,3.23,1.36,away,False,True,False,1,4,10,0.0
201,0,0,2020-08-31,London Irish,Saracens,12,40,52,L,16.0,1.01,home,1,1,Saracens,London Irish,40,12,52,W,1.01,16.0,away,True,True,True,1,28,10,10.1
204,0,1,2020-09-04,Northampton,Exeter,19,22,41,L,1.71,2.2,home,1,0,Exeter,Northampton,22,19,41,W,2.2,1.71,away,False,True,False,2,3,5,0.0
207,0,0,2020-09-04,Worcester,Bristol,13,36,49,L,4.13,1.23,home,1,1,Bristol,Worcester,36,13,49,W,1.23,4.13,away,True,True,True,1,23,10,12.3
209,0,1,2020-09-05,Saracens,Wasps,18,28,46,L,1.05,9.55,home,1,0,Wasps,Saracens,28,18,46,W,9.55,1.05,away,False,True,False,1,10,10,0.0
211,0,0,2020-09-05,Leicester,Sale,31,40,71,L,3.31,1.35,home,1,1,Sale,Leicester,40,31,71,W,1.35,3.31,away,True,True,True,1,9,10,13.5
214,0,1,2020-09-05,Harlequins,Bath,27,41,68,L,1.73,2.16,home,1,0,Bath,Harlequins,41,27,68,W,2.16,1.73,away,False,True,False,2,14,5,0.0
215,1,1,2020-09-05,Gloucester,London Irish,36,23,59,W,1.29,3.69,home,0,0,London Irish,Gloucester,23,36,59,L,3.69,1.29,away,True,True,True,1,13,10,12.9
216,1,1,2020-09-08,Bristol,Northampton,47,10,57,W,1.07,8.04,home,0,0,Northampton,Bristol,10,47,57,L,8.04,1.07,away,True,True,True,1,37,10,10.700000000000001
218,1,1,2020-09-09,Bath,Worcester,40,15,55,W,1.07,8.58,home,0,0,Worcester,Bath,15,40,55,L,8.58,1.07,away,True,True,True,1,25,10,10.700000000000001
219,0,0,2020-09-09,London Irish,Harlequins,15,38,53,L,5.23,1.15,home,1,1,Harlequins,London Irish,38,15,53,W,1.15,5.23,away,True,True,True,1,23,10,11.5
220,1,1,2020-09-09,Exeter,Gloucester,35,22,57,W,1.01,16.11,home,0,0,Gloucester,Exeter,22,35,57,L,16.11,1.01,away,True,True,True,1,13,10,10.1
222,1,1,2020-09-09,Wasps,Leicester,54,7,61,W,1.04,10.04,home,0,0,Leicester,Wasps,7,54,61,L,10.04,1.04,away,True,True,True,1,47,10,10.4
223,1,1,2020-09-09,Sale,Saracens,24,17,41,W,1.21,4.67,home,0,0,Saracens,Sale,17,24,41,L,4.67,1.21,away,True,True,True,1,7,10,12.1
228,1,1,2020-09-13,Saracens,Exeter,40,17,57,W,1.53,2.52,home,0,0,Exeter,Saracens,17,40,57,L,2.52,1.53,away,True,True,True,2,23,5,7.65
232,0,0,2020-09-13,London Irish,Worcester,25,40,65,L,2.16,1.71,home,1,1,Worcester,London Irish,40,25,65,W,1.71,2.16,away,True,True,True,1,15,10,17.1
233,0,1,2020-09-13,Sale,Bath,22,37,59,L,1.33,3.37,home,1,0,Bath,Sale,37,22,59,W,3.37,1.33,away,False,True,False,1,15,10,0.0
236,1,1,2020-09-13,Wasps,Bristol,59,35,94,W,1.06,8.43,home,0,0,Bristol,Wasps,35,59,94,L,8.43,1.06,away,True,True,True,1,24,10,10.600000000000001
237,1,0,2020-09-13,Leicester,Northampton,28,24,52,W,2.65,1.5,home,0,1,Northampton,Leicester,24,28,52,L,1.5,2.65,away,False,True,False,1,4,10,0.0
239,0,1,2020-09-14,Gloucester,Harlequins,15,28,43,L,1.42,2.9,home,1,0,Harlequins,Gloucester,28,15,43,W,2.9,1.42,away,False,True,False,1,13,10,0.0
240,1,1,2020-09-22,Bath,Gloucester,31,20,51,W,1.19,4.73,home,0,0,Gloucester,Bath,20,31,51,L,4.73,1.19,away,True,True,True,1,11,10,11.899999999999999
242,0,0,2020-09-28,Harlequins,Wasps,23,32,55,L,2.45,1.58,home,1,1,Wasps,Harlequins,32,23,55,W,1.58,2.45,away,True,True,True,1,9,10,15.8
245,0,0,2020-09-29,Northampton,Sale,14,34,48,L,3.29,1.35,home,1,1,Sale,Northampton,34,14,48,W,1.35,3.29,away,True,True,True,1,20,10,13.5
248,0,1,2020-09-30,Exeter,London Irish,19,22,41,L,1.3,3.66,home,1,0,London Irish,Exeter,22,19,41,W,3.66,1.3,away,False,True,False,1,3,10,0.0
250,1,1,2020-09-30,Bristol,Leicester,40,3,43,W,1.03,11.64,home,0,0,Leicester,Bristol,3,40,43,L,11.64,1.03,away,True,True,True,1,37,10,10.3
251,1,1,2020-09-30,Worcester,Saracens,40,27,67,W,1.26,4.1,home,0,0,Saracens,Worcester,27,40,67,L,4.1,1.26,away,True,True,True,1,13,10,12.6
254,0,1,2020-10-04,Leicester,Harlequins,26,32,58,L,1.54,2.57,home,1,0,Harlequins,Leicester,32,26,58,W,2.57,1.54,away,False,True,False,1,6,10,0.0
255,0,1,2020-10-04,Saracens,Bath,17,17,34,D,1.79,2.06,home,0,0,Bath,Saracens,17,17,34,D,2.06,1.79,away,False,True,False,1,0,10,0.0
256,1,1,2020-10-04,Wasps,Exeter,46,5,51,W,1.06,8.42,home,0,0,Exeter,Wasps,5,46,51,L,8.42,1.06,away,True,True,True,1,41,10,10.600000000000001
257,0,0,2020-10-04,London Irish,Bristol,7,36,43,L,6.12,1.12,home,1,1,Bristol,London Irish,36,7,43,W,1.12,6.12,away,True,True,True,1,29,10,11.200000000000001
261,1,1,2020-10-10,Wasps,Bristol,47,24,71,W,1.72,2.18,home,0,0,Bristol,Wasps,24,47,71,L,2.18,1.72,away,True,True,True,2,23,5,8.6
263,1,1,2020-10-10,Exeter,Bath,35,6,41,W,1.23,4.27,home,0,0,Bath,Exeter,6,35,41,L,4.27,1.23,away,True,True,True,1,29,10,12.3
265,1,1,2020-10-24,Exeter,Wasps,19,13,32,W,1.2,4.73,home,0,0,Wasps,Exeter,13,19,32,L,4.73,1.2,away,True,True,True,1,6,10,12.0
