,actual_x,prediction_x,date,team_x,opponent_x,teamPoints_x,opponentPoints_x,totalPoints_x,result_x,teamOdds_x,opponentOdds_x,teamType_x,actual_y,prediction_y,team_y,opponent_y,teamPoints_y,opponentPoints_y,totalPoints_y,result_y,teamOdds_y,opponentOdds_y,teamType_y,correct_prediction,different_prediction,lower_odds_winner,prediction_certainty,points_difference,bet,return
150,1,1,2019-02-16,Saracens,Leicester,33,10,43,W,1.09,7.19,home,0,0,Leicester,Saracens,10,33,43,L,7.19,1.09,away,True,True,True,1,23,10,10.9
151,1,1,2019-02-16,Bath,Newcastle,30,13,43,W,1.13,5.82,home,0,0,Newcastle,Bath,13,30,43,L,5.82,1.13,away,True,True,True,1,17,10,11.299999999999999
155,1,1,2019-02-16,Harlequins,Worcester,47,33,80,W,1.27,4.08,home,0,0,Worcester,Harlequins,33,47,80,L,4.08,1.27,away,True,True,True,1,14,10,12.7
157,1,0,2019-02-22,Gloucester,Saracens,30,24,54,W,1.54,2.57,home,0,1,Saracens,Gloucester,24,30,54,L,2.57,1.54,away,False,True,True,1,6,10,0.0
160,0,1,2019-02-23,Wasps,Sale,18,24,42,L,1.43,2.88,home,1,0,Sale,Wasps,24,18,42,W,2.88,1.43,away,False,True,False,1,6,10,0.0
162,1,1,2019-02-23,Exeter,Newcastle,35,17,52,W,1.07,8.01,home,0,0,Newcastle,Exeter,17,35,52,L,8.01,1.07,away,True,True,True,1,18,10,10.700000000000001
163,1,1,2019-02-23,Northampton,Bath,27,26,53,W,1.68,2.25,home,0,0,Bath,Northampton,26,27,53,L,2.25,1.68,away,True,True,True,2,1,5,8.4
164,1,1,2019-02-23,Harlequins,Bristol,36,26,62,W,1.25,3.99,home,0,0,Bristol,Harlequins,26,36,62,L,3.99,1.25,away,True,True,True,1,10,10,12.5
166,1,1,2019-02-24,Worcester,Leicester,17,13,30,W,1.43,2.9,home,0,0,Leicester,Worcester,13,17,30,L,2.9,1.43,away,True,True,True,1,4,10,14.299999999999999
168,1,0,2019-03-01,Bristol,Gloucester,28,24,52,W,2.75,1.46,home,0,1,Gloucester,Bristol,24,28,52,L,1.46,2.75,away,False,True,False,1,4,10,0.0
171,1,1,2019-03-02,Leicester,Wasps,19,14,33,W,1.68,2.27,home,0,0,Wasps,Leicester,14,19,33,L,2.27,1.68,away,True,True,True,2,5,5,8.4
172,0,1,2019-03-02,Bath,Harlequins,29,31,60,L,1.33,3.38,home,1,0,Harlequins,Bath,31,29,60,W,3.38,1.33,away,False,True,False,1,2,10,0.0
176,0,0,2019-03-02,Sale,Exeter,14,20,34,L,2.49,1.57,home,1,1,Exeter,Sale,20,14,34,W,1.57,2.49,away,True,True,True,1,6,10,15.700000000000001
177,1,1,2019-03-02,Saracens,Northampton,36,17,53,W,1.21,4.47,home,0,0,Northampton,Saracens,17,36,53,L,4.47,1.21,away,True,True,True,1,19,10,12.1
179,1,1,2019-03-03,Newcastle,Worcester,17,6,23,W,1.58,2.48,home,0,0,Worcester,Newcastle,6,17,23,L,2.48,1.58,away,True,True,True,1,11,10,15.8
182,1,1,2019-03-08,Sale,Leicester,32,5,37,W,1.17,5.25,home,0,0,Leicester,Sale,5,32,37,L,5.25,1.17,away,True,True,True,1,27,10,11.7
183,1,0,2019-03-08,Bath,Saracens,18,9,27,W,2.42,1.6,home,0,1,Saracens,Bath,9,18,27,L,1.6,2.42,away,False,True,False,1,9,10,0.0
184,0,1,2019-03-09,Northampton,Bristol,24,26,50,L,1.31,3.55,home,1,0,Bristol,Northampton,26,24,50,W,3.55,1.31,away,False,True,False,1,2,10,0.0
185,0,0,2019-03-09,Worcester,Exeter,30,33,63,L,3.2,1.36,home,1,1,Exeter,Worcester,33,30,63,W,1.36,3.2,away,True,True,True,1,3,10,13.600000000000001
186,0,1,2019-03-09,Wasps,Newcastle,19,20,39,L,1.38,3.13,home,1,0,Newcastle,Wasps,20,19,39,W,3.13,1.38,away,False,True,False,1,1,10,0.0
190,0,0,2019-03-10,Harlequins,Gloucester,7,29,36,L,1.72,2.19,home,1,1,Gloucester,Harlequins,29,7,36,W,2.19,1.72,away,True,True,False,1,22,10,21.9
193,0,1,2019-03-22,Leicester,Northampton,15,29,44,L,1.63,2.34,home,1,0,Northampton,Leicester,29,15,44,W,2.34,1.63,away,False,True,False,1,14,10,0.0
194,0,1,2019-03-23,Bristol,Worcester,25,27,52,L,1.58,2.5,home,1,0,Worcester,Bristol,27,25,52,W,2.5,1.58,away,False,True,False,2,2,5,0.0
196,1,1,2019-03-23,Gloucester,Wasps,27,14,41,W,1.25,4.05,home,0,0,Wasps,Gloucester,14,27,41,L,4.05,1.25,away,True,True,True,1,13,10,12.5
197,1,1,2019-03-23,Saracens,Harlequins,27,20,47,W,1.31,3.58,home,0,0,Harlequins,Saracens,20,27,47,L,3.58,1.31,away,True,True,True,1,7,10,13.100000000000001
199,1,1,2019-03-23,Newcastle,Sale,22,17,39,W,1.63,2.35,home,0,0,Sale,Newcastle,17,22,39,L,2.35,1.63,away,True,True,True,1,5,10,16.299999999999997
203,1,1,2019-03-24,Exeter,Bath,29,10,39,W,1.17,5.05,home,0,0,Bath,Exeter,10,29,39,L,5.05,1.17,away,True,True,True,1,19,10,11.7
205,1,1,2019-04-05,Sale,Harlequins,28,17,45,W,1.43,2.91,home,0,0,Harlequins,Sale,17,28,45,L,2.91,1.43,away,True,True,True,1,11,10,14.299999999999999
207,0,0,2019-04-06,Leicester,Exeter,20,52,72,L,2.97,1.41,home,1,1,Exeter,Leicester,52,20,72,W,1.41,2.97,away,True,True,True,1,32,10,14.1
208,1,1,2019-04-06,Bath,Bristol,26,19,45,W,1.28,3.74,home,0,0,Bristol,Bath,19,26,45,L,3.74,1.28,away,True,True,True,1,7,10,12.8
210,1,1,2019-04-06,Wasps,Worcester,28,16,44,W,1.28,3.72,home,0,0,Worcester,Wasps,16,28,44,L,3.72,1.28,away,True,True,True,1,12,10,12.8
211,1,1,2019-04-06,Saracens,Newcastle,26,12,38,W,1.11,6.48,home,0,0,Newcastle,Saracens,12,26,38,L,6.48,1.11,away,True,True,True,1,14,10,11.100000000000001
214,0,1,2019-04-07,Northampton,Gloucester,31,40,71,L,1.6,2.41,home,1,0,Gloucester,Northampton,40,31,71,W,2.41,1.6,away,False,True,False,1,9,10,0.0
216,0,1,2019-04-12,Newcastle,Leicester,22,27,49,L,1.45,2.82,home,1,0,Leicester,Newcastle,27,22,49,W,2.82,1.45,away,False,True,False,1,5,10,0.0
218,1,0,2019-04-13,Gloucester,Bath,27,23,50,W,1.48,2.72,home,0,1,Bath,Gloucester,23,27,50,L,2.72,1.48,away,False,True,True,1,4,10,0.0
222,0,1,2019-04-13,Harlequins,Northampton,19,20,39,L,1.59,2.41,home,1,0,Northampton,Harlequins,20,19,39,W,2.41,1.59,away,False,True,False,1,1,10,0.0
223,1,1,2019-04-13,Worcester,Sale,39,17,56,W,1.82,2.06,home,0,0,Sale,Worcester,17,39,56,L,2.06,1.82,away,True,True,True,2,22,5,9.1
224,1,0,2019-04-13,Bristol,Saracens,23,21,44,W,2.72,1.48,home,0,1,Saracens,Bristol,21,23,44,L,1.48,2.72,away,False,True,False,1,2,10,0.0
226,0,1,2019-04-14,Exeter,Wasps,19,26,45,L,1.14,5.68,home,1,0,Wasps,Exeter,26,19,45,W,5.68,1.14,away,False,True,False,1,7,10,0.0
228,0,1,2019-04-26,Newcastle,Northampton,17,31,48,L,1.97,1.88,home,1,0,Northampton,Newcastle,31,17,48,W,1.88,1.97,away,False,True,True,1,14,10,0.0
230,1,1,2019-04-26,Sale,Bath,6,3,9,W,1.64,2.34,home,0,0,Bath,Sale,3,6,9,L,2.34,1.64,away,True,True,True,1,3,10,16.4
233,0,0,2019-04-27,Wasps,Saracens,14,31,45,L,3.25,1.36,home,1,1,Saracens,Wasps,31,14,45,W,1.36,3.25,away,True,True,True,1,17,10,13.600000000000001
234,0,1,2019-04-27,Leicester,Bristol,20,23,43,L,1.41,3.05,home,1,0,Bristol,Leicester,23,20,43,W,3.05,1.41,away,False,True,False,1,3,10,0.0
235,1,1,2019-04-27,Exeter,Harlequins,17,15,32,W,1.15,5.77,home,0,0,Harlequins,Exeter,15,17,32,L,5.77,1.15,away,True,True,True,1,2,10,11.5
239,1,0,2019-04-28,Worcester,Gloucester,27,20,47,W,2.26,1.68,home,0,1,Gloucester,Worcester,20,27,47,L,1.68,2.26,away,False,True,False,2,7,5,0.0
240,0,0,2019-05-03,Bristol,Sale,20,20,40,D,1.64,2.33,home,0,1,Sale,Bristol,20,20,40,D,2.33,1.64,away,False,True,False,1,0,10,0.0
243,1,1,2019-05-03,Harlequins,Leicester,23,19,42,W,1.19,4.74,home,0,0,Leicester,Harlequins,19,23,42,L,4.74,1.19,away,True,True,True,1,4,10,11.899999999999999
245,1,1,2019-05-04,Saracens,Exeter,38,7,45,W,1.38,3.13,home,0,0,Exeter,Saracens,7,38,45,L,3.13,1.38,away,True,True,True,1,31,10,13.799999999999999
246,1,1,2019-05-04,Gloucester,Newcastle,28,19,47,W,1.14,5.81,home,0,0,Newcastle,Gloucester,19,28,47,L,5.81,1.14,away,True,True,True,1,9,10,11.399999999999999
249,1,1,2019-05-04,Northampton,Worcester,38,10,48,W,1.19,4.63,home,0,0,Worcester,Northampton,10,38,48,L,4.63,1.19,away,True,True,True,1,28,10,11.899999999999999
250,1,1,2019-05-05,Bath,Wasps,29,17,46,W,1.39,3.07,home,0,0,Wasps,Bath,17,29,46,L,3.07,1.39,away,True,True,True,1,12,10,13.899999999999999
252,0,0,2019-05-18,Leicester,Bath,31,32,63,L,2.71,1.5,home,1,1,Bath,Leicester,32,31,63,W,1.5,2.71,away,True,True,True,1,1,10,15.0
253,1,1,2019-05-18,Exeter,Northampton,40,21,61,W,1.32,3.5,home,0,0,Northampton,Exeter,21,40,61,L,3.5,1.32,away,True,True,True,1,19,10,13.200000000000001
255,1,0,2019-05-18,Worcester,Saracens,31,29,60,W,1.71,2.2,home,0,1,Saracens,Worcester,29,31,60,L,2.2,1.71,away,False,True,True,1,2,10,0.0
257,1,1,2019-05-18,Wasps,Harlequins,27,25,52,W,1.69,2.24,home,0,0,Harlequins,Wasps,25,27,52,L,2.24,1.69,away,True,True,True,1,2,10,16.9
258,1,1,2019-05-18,Sale,Gloucester,46,41,87,W,1.09,7.14,home,0,0,Gloucester,Sale,41,46,87,L,7.14,1.09,away,True,True,True,1,5,10,10.9
261,0,1,2019-05-18,Newcastle,Bristol,12,19,31,L,2.36,1.64,home,1,0,Bristol,Newcastle,19,12,31,W,1.64,2.36,away,False,True,True,1,7,10,0.0
264,1,1,2019-05-25,Saracens,Gloucester,44,19,63,W,1.13,6.03,home,0,0,Gloucester,Saracens,19,44,63,L,6.03,1.13,away,True,True,True,1,25,10,11.299999999999999
267,1,1,2019-05-25,Exeter,Northampton,42,12,54,W,1.14,5.89,home,0,0,Northampton,Exeter,12,42,54,L,5.89,1.14,away,True,True,True,1,30,10,11.399999999999999
268,0,0,2019-06-01,Exeter,Saracens,34,37,71,L,3.57,1.32,home,1,1,Saracens,Exeter,37,34,71,W,1.32,3.57,away,True,True,True,1,3,10,13.200000000000001
